index,smiles,FDA_APPROVED,CT_TOX,mol,isosmiles
111,c1c(c(=O)[nH]c(=O)[nH]1)N(CCCl)CCCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07d60>,O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1
112,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)C(F)(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07dc0>,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
113,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07e20>,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
114,c1c(c(=O)[nH]c(=O)n1[C@H]2C[C@@H]([C@H](O2)CO)O)I,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07e80>,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I
115,C1=C(C(=O)NC(=O)N1)F,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07ee0>,O=c1[nH]cc(F)c(=O)[nH]1
116,c1c(cc(c(c1Cl)NC2=[NH+]CCN2)Cl)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07f40>,Nc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1
117,c1c(cc(c(c1I)Oc2cc(c(c(c2)I)[O-])I)I)C[C@@H](C(=O)[O-])[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a07fa0>,[NH3+][C@@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-]
118,c1c(cc(c(c1I)Oc2cc(c(c(c2)I)[O-])I)I)C[C@H](C(=O)[O-])[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05040>,[NH3+][C@H](Cc1cc(I)c(Oc2cc(I)c([O-])c(I)c2)c(I)c1)C(=O)[O-]
119,c1c(cc(c(c1NC(=O)C(=O)[O-])Cl)NC(=O)C(=O)[O-])C#N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a050a0>,N#Cc1cc(NC(=O)C(=O)[O-])c(Cl)c(NC(=O)C(=O)[O-])c1
120,c1c(cc(c(c1O)O)O)C(=O)Oc2cc(cc(c2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)c4cc(c(c(c4)OC(=O)c5cc(c(c(c5)O)O)O)O)O)OC(=O)c6cc(c(c(c6)OC(=O)c7cc(c(c(c7)O)O)O)O)O)OC(=O)c8cc(c(c(c8)OC(=O)c9cc(c(c(c9)O)O)O)O)O)OC(=O)c1cc(c(c(c1)OC(=O)c1cc(c(c(c1)O)O)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05100>,O=C(OC[C@H]1O[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H](OC(=O)c2cc(O)c(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c2)[C@@H]1OC(=O)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1)c1cc(O)c(O)c(OC(=O)c2cc(O)c(O)c(O)c2)c1
121,c1c(cc(c(c1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05160>,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
123,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05220>,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O
124,c1c(nc(s1)[NH+]=C(N)N)CSCCC(=NS(=O)(=O)N)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05280>,NC(CCSCc1csc([NH+]=C(N)N)n1)=NS(N)(=O)=O
125,c1c(nc(s1)N)/C(=C/CC(=O)[O-])/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=CCS3)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a052e0>,Nc1nc(/C(=C/CC(=O)[O-])C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=CCS[C@H]23)cs1
126,C1C(O1)CCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05340>,ClCC1CO1
127,c1c2c([nH]n1)ncnc2O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a053a0>,Oc1ncnc2[nH]ncc12
128,c1c2c(c(c(c1[131I])[O-])[131I])Oc3c(cc(c(c3[131I])[O-])[131I])C24c5c(c(c(c(c5Cl)Cl)Cl)Cl)C(=O)O4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05400>,O=C1OC2(c3cc([131I])c([O-])c([131I])c3Oc3c2cc([131I])c([O-])c3[131I])c2c(Cl)c(Cl)c(Cl)c(Cl)c21
129,c1c2c(c(c(c1F)N3CCCC[C@H](C3)[NH3+])Cl)n(cc(c2=O)C(=O)[O-])C4CC4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05460>,[NH3+][C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4)c3c2Cl)C1
130,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a054c0>,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O
131,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C3CC4CC3C=C4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05520>,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O
132,c1c2c(cc(c1Cl)S(=O)(=O)N)S(=O)(=O)NCN2,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05580>,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O
133,c1c2c(cc(c1F)N3CC[NH2+]CC3)n(cc(c2=O)C(=O)[O-])C4CC4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a055e0>,O=C([O-])c1cn(C2CC2)c2cc(N3CC[NH2+]CC3)c(F)cc2c1=O
134,C1C2CC3CC1CC(C2)(C3)[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05640>,[NH3+]C12CC3CC(CC(C3)C1)C2
135,c1c2=N/C(=C/3\C=CON3)/N=c2c4c(n1)CCOC4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a056a0>,C1=C/C(=C2\N=c3cnc4c(c3=N2)COCC4)NO1
136,C1C[NH+]=C(N[C@H]1[C@H]2C(=O)NC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N/C(=C/NC(=O)N)/C(=O)N2)CNC(=O)C[C@H](CCC[NH3+])[NH3+])CO)[NH3+])N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05700>,NC(=O)N/C=C1/NC(=O)[C@H](CNC(=O)C[C@@H]([NH3+])CCC[NH3+])NC(=O)[C@H](CO)NC(=O)[C@@H]([NH3+])CNC(=O)[C@H]([C@H]2CC[NH+]=C(N)N2)NC1=O
137,c1c[nH+]ccc1N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05760>,Nc1cc[nH+]cc1
138,c1c[nH]nc1CC[NH3+],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a057c0>,[NH3+]CCc1cc[nH]n1
139,c1cc(c(c(c1)C(=O)c2ccc(cc2)Br)N)CC(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05820>,Nc1c(CC(=O)[O-])cccc1C(=O)c1ccc(Br)cc1
140,c1cc(c(c(c1)Cl)CC(=O)[NH+]=C(N)N)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05880>,NC(N)=[NH+]C(=O)Cc1c(Cl)cccc1Cl
141,c1cc(c(c(c1)Cl)Cl)c2c(nc(nn2)N)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a058e0>,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1
142,c1cc(c(c(c1)Cl)Cl)N2CC[NH+](CC2)CCCCOc3ccc4c(c3)NC(=O)CC4,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05940>,O=C1CCc2ccc(OCCCC[NH+]3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
143,c1cc(c(c(c1)Cl)NC2=[NH+]CCN2)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a059a0>,Clc1cccc(Cl)c1NC1=[NH+]CCN1
144,c1cc(c(c(c1)Cl)SC(CCc2ccc(cc2)Cl)Cn3ccnc3)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05a00>,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
145,c1cc(c(c(c1)F)Cn2cc(nn2)C(=O)N)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05a60>,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
146,c1cc(c(c2c1[NH+]=C3NC(=O)CN3C2)Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05ac0>,O=C1CN2Cc3c(ccc(Cl)c3Cl)[NH+]=C2N1
147,c1cc(c(c2c1nccn2)Br)NC3=[NH+]CCN3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05b20>,Brc1c(NC2=[NH+]CCN2)ccc2nccnc12
148,c1cc(c(c2c1nsn2)NC3=[NH+]CCN3)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05b80>,Clc1ccc2nsnc2c1NC1=[NH+]CCN1
149,c1cc(c(cc1/N=N/c2ccc(c(c2)C(=O)[O-])O)C(=O)[O-])O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05be0>,O=C([O-])c1cc(/N=N/c2ccc(O)c(C(=O)[O-])c2)ccc1O
150,c1cc(c(cc1[C@H](C[NH3+])O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05c40>,[NH3+]C[C@H](O)c1ccc(O)c(O)c1
151,c1cc(c(cc1[N+](=O)[O-])Cl)NC(=O)c2cc(ccc2O)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05ca0>,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O
152,c1cc(c(cc1C(F)(F)F)[N+](=O)[O-])C(=O)[C-]2C(=O)CCCC2=O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05d00>,O=C1CCCC(=O)[C-]1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
153,c1cc(c(cc1C(=O)Nc2c(cncc2Cl)Cl)OCC3CC3)OC(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05d60>,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
154,c1cc(c(cc1c2ccc(cc2F)F)C(=O)[O-])O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05dc0>,O=C([O-])c1cc(-c2ccc(F)cc2F)ccc1O
155,c1cc(c(cc1C[C@@H](C(=O)[O-])[NH3+])O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05e20>,[NH3+][C@@H](Cc1ccc(O)c(O)c1)C(=O)[O-]
156,c1cc(c(cc1CC[NH3+])O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05e80>,[NH3+]CCc1ccc(O)c(O)c1
157,c1cc(c(cc1Cl)Cl)C(Cn2ccnc2)OCc3ccsc3Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05ee0>,Clc1ccc(C(Cn2ccnc2)OCc2ccsc2Cl)c(Cl)c1
158,C1=CC(=C(C=C1Cl)Cl)C(=O)NS(=O)(=O)C2=CC=C(S2)Br,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05f40>,O=C(NS(=O)(=O)c1ccc(Br)s1)c1ccc(Cl)cc1Cl
159,c1cc(c(cc1Cl)Cl)CO/N=C(/Cn2ccnc2)\c3ccc(cc3Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a05fa0>,Clc1ccc(CO/N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
160,c1cc(c(cc1Cl)Cl)COC(Cn2ccnc2)c3ccc(cc3Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1040>,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
161,c1cc(c(cc1Cl)O)Oc2ccc(cc2Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d10a0>,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl
162,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1100>,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F
163,c1cc(c(cc1F)F)n2cc(c(=O)c3c2nc(c(c3)F)N4C[C@@H]5[C@H](C4)[C@H]5[NH3+])C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1160>,[NH3+][C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)C[C@H]12
164,c1cc(c(cc1N)C(=O)[O-])O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d11c0>,Nc1ccc(O)c(C(=O)[O-])c1
165,c1cc(c(cc1N)O)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1220>,Nc1ccc(C(=O)[O-])c(O)c1
166,c1cc(c(cc1Oc2c(cc(cc2I)C[C@@H](C(=O)[O-])[NH3+])I)I)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1280>,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-]
167,c1cc(c(cc1OCC(F)(F)F)C(=O)NCC2CCCC[NH2+]2)OCC(F)(F)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d12e0>,O=C(NCC1CCCC[NH2+]1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
169,c1cc(c2c(c1NCC[NH2+]CCO)C(=O)c3c(ccc(c3C2=O)[O-])[O-])NCC[NH2+]CCO,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d13a0>,O=C1c2c([O-])ccc([O-])c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21
170,C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1400>,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
171,c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CC6)[C@@H](O2)C(=O)CC5)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1460>,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[NH+]3CC2CC2)[C@H]1O5
172,c1cc(c2c3c1C[C@@H]4[C@]5([C@]3(CC[NH+]4CC6CCC6)[C@@H](O2)[C@H](CC5)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d14c0>,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)[NH+](CC2CCC2)CC[C@]314
173,c1cc(cc(c1)[131I])C[NH+]=C(N)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1520>,NC(N)=[NH+]Cc1cccc([131I])c1
174,c1cc(ccc1[C@@H]2[C@H](C(=O)N2c3ccc(cc3)F)CC[C@@H](c4ccc(cc4)F)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1580>,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1
175,c1cc(ccc1[C@@H]2CC[NH2+]C[C@H]2COc3ccc4c(c3)OCO4)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d15e0>,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1
176,c1cc(ccc1[C@H]([C@@H](CO)NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1640>,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)[C-](Cl)Cl
177,c1cc(ccc1[C@H]([C@@H](COC(=O)CCC(=O)[O-])NC(=O)[C-](Cl)Cl)O)[N+](=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d16a0>,O=C([O-])CCC(=O)OC[C@@H](NC(=O)[C-](Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1
178,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,1,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1700>,N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
179,c1cc(ccc1C(CC(=O)[O-])C[NH3+])Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1760>,[NH3+]CC(CC(=O)[O-])c1ccc(Cl)cc1
180,c1cc(ccc1C(=O)CCC[NH+]2CCC(CC2)(c3ccc(cc3)Cl)O)F,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d17c0>,O=C(CCC[NH+]1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
181,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NC[C@H]2CNc3c(c(=O)nc([nH]3)N)N2C=O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1820>,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O
182,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCC2CNc3c(c(=O)nc([nH]3)N)N2C=O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1880>,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc1)N2C=O
183,c1cc(ccc1C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])NCc2cnc3c(n2)c(=O)nc([nH]3)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d18e0>,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)cnc2[nH]1
184,c1cc(ccc1C(=O)NCC(=O)[O-])N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1940>,Nc1ccc(C(=O)NCC(=O)[O-])cc1
185,c1cc(ccc1C(=O)NCCC(=O)[O-])N/N=C\2/C=CC(=O)C(=C2)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d19a0>,O=C([O-])CCNC(=O)c1ccc(N/N=C2/C=CC(=O)C(C(=O)[O-])=C2)cc1
186,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCC[NH+]5CCCCC5)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1a00>,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
187,c1cc(ccc1C2C[NH2+]CCc3c2cc(c(c3Cl)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1a60>,Oc1ccc(C2C[NH2+]CCc3c2cc(O)c(O)c3Cl)cc1
188,c1cc(ccc1c2ccc(o2)/C=N/N3CC(=O)NC3=O)[N+](=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1ac0>,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1
189,c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])N(CCCl)CCCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1b20>,[NH3+][C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)[O-]
190,c1cc(ccc1C[C@@H](C(=O)[O-])[NH3+])O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1b80>,[NH3+][C@@H](Cc1ccc(O)cc1)C(=O)[O-]
191,c1cc(ccc1C[NH+]2CCCNCC[NH2+]CCCNCC2)C[NH+]3CCCNCC[NH2+]CCCNCC3,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1be0>,c1cc(C[NH+]2CCCNCC[NH2+]CCCNCC2)ccc1C[NH+]1CCCNCC[NH2+]CCCNCC1
192,c1cc(ccc1C[NH3+])S(=O)(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1c40>,NS(=O)(=O)c1ccc(C[NH3+])cc1
193,c1cc(ccc1CCc2c[nH]c3c2c(=O)nc([nH]3)N)C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1ca0>,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c[nH]c2[nH]1
194,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1d00>,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1
195,c1cc(ccc1CCCC(=O)[O-])N(CCCl)CCCl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1d60>,O=C([O-])CCCc1ccc(N(CCCl)CCCl)cc1
196,c1cc(ccc1CCCC[NH2+]C[C@@H](c2ccc(c(c2)O)O)O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1dc0>,Oc1ccc(CCCC[NH2+]C[C@H](O)c2ccc(O)c(O)c2)cc1
197,c1cc(ccc1COC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1e20>,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
198,c1cc(ccc1CSC(Cn2ccnc2)c3ccc(cc3Cl)Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1e80>,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
199,c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1ee0>,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1
200,c1cc(ccc1N)S(=O)(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1f40>,Nc1ccc(S(N)(=O)=O)cc1
201,c1cc(ccc1N2CCOCC2=O)N3C[C@@H](OC3=O)CNC(=O)c4ccc(s4)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89d1fa0>,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
202,c1cc(ccc1NC(=[NH2+])NC(=[NH2+])NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc2ccc(cc2)Cl)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5040>,[NH2+]=C(NCCCCCCNC(=[NH2+])NC(=[NH2+])Nc1ccc(Cl)cc1)NC(=[NH2+])Nc1ccc(Cl)cc1
203,c1cc(ccc1NCS(=O)[O-])S(=O)(=O)c2ccc(cc2)NCS(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e50a0>,O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1
204,c1cc(ccc1O)O,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5100>,Oc1ccc(O)cc1
205,c1cc(ccc1OCC(COC(=O)N)O)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5160>,NC(=O)OCC(O)COc1ccc(Cl)cc1
206,c1cc(ccc1SC(P(=O)([O-])[O-])P(=O)([O-])[O-])Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e51c0>,O=P([O-])([O-])C(Sc1ccc(Cl)cc1)P(=O)([O-])[O-]
207,c1cc(cnc1)C(=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5220>,O=C([O-])c1cccnc1
208,c1cc(cnc1)C(=O)N,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5280>,NC(=O)c1cccnc1
209,c1cc(cnc1)CC(O)(P(=O)([O-])[O-])P(=O)([O-])[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e52e0>,O=P([O-])([O-])C(O)(Cc1cccnc1)P(=O)([O-])[O-]
210,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5340>,Nc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
211,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e53a0>,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
212,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e8a09640>,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
213,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,0,1,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5400>,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
214,c1cc(oc1)CNc2cc(c(cc2C(=O)[O-])S(=O)(=O)N)Cl,1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5460>,NS(=O)(=O)c1cc(C(=O)[O-])c(NCc2ccco2)cc1Cl
215,c1cc(oc1/C=N/N2CC(=O)NC2=O)[N+](=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e54c0>,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
216,c1cc(oc1/C=N/N2CCOC2=O)[N+](=O)[O-],1,0,<rdkit.Chem.rdchem.Mol object at 0x2b11e89e5520>,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1
