ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,Salt_Solvent,LogBCF,ID,mol,isosmiles
100069,81-15-2,81-15-2,N(=O)(=O)c(c(c(N(=O)(=O))c(c1N(=O)(=O))C(C)(C)C)C)c1C,"5-tert-Butyl-2,4,6-trinitroxylene","2,4,6-Trinitro-1,3-dimethyl-5-tert-butylbenzene","1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene",98000,DTXSID1021405,CC(C)(C)c1c(c(C)c(c(C)c1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C12H15N3O6/c1-6-9(13(16)17)7(2)11(15(20)21)8(12(3,4)5)10(6)14(18)19/h1-5H3",XMWRWTSZNLOZFN-UHFFFAOYSA-N,?,3.61,100069,<rdkit.Chem.rdchem.Mol object at 0x2b7b59883f40>,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-]
100070,81-16-3,81-16-3,Nc1ccc2ccccc2c1S(O)(=O)=O,2-AMINO-1-NAPHTHALENESULFONIC ACID,2-Amino-1-naphthalenesulfonic acid,2-aminonaphthalene-1-sulfonic acid,98001,DTXSID7020922,Nc1ccc2ccccc2c1S(O)(=O)=O,"InChI=1S/C10H9NO3S/c11-9-6-5-7-3-1-2-4-8(7)10(9)15(12,13)14/h1-6H,11H2,(H,12,13,14)",GWIAAIUASRVOIA-UHFFFAOYSA-N,?,0.78,100070,<rdkit.Chem.rdchem.Mol object at 0x2b7b59883fa0>,Nc1ccc2ccccc2c1S(=O)(=O)O
100072,82-05-3,82-05-3,O=C1c2cccc3cccc(c32)-c2ccccc21,BENZANTHRONE,Benz[de]anthracen-7-one,7H-benzo[de]anthracen-7-one,98003,DTXSID8052566,O=C1c2cccc3cccc(c32)-c2ccccc21,InChI=1S/C17H10O/c18-17-14-8-2-1-7-12(14)13-9-3-5-11-6-4-10-15(17)16(11)13/h1-10H,HUKPVYBUJRAUAG-UHFFFAOYSA-N,?,2.09,100072,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894040>,O=C1c2ccccc2-c2cccc3cccc1c23
100074,82-45-1,82-45-1,Nc1cccc2c1C(=O)c1ccccc1C2=O,1-AMINOANTHRAQUINONE,1-Aminoanthraquinone,"1-amino-9,10-anthraquinone",98005,DTXSID2052572,Nc1cccc2c1C(=O)c1ccccc1C2=O,"InChI=1S/C14H9NO2/c15-11-7-3-6-10-12(11)14(17)9-5-2-1-4-8(9)13(10)16/h1-7H,15H2",KHUFHLFHOQVFGB-UHFFFAOYSA-N,?,1.98,100074,<rdkit.Chem.rdchem.Mol object at 0x2b7b598940a0>,Nc1cccc2c1C(=O)c1ccccc1C2=O
100075,82-68-8,82-68-8,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,PENTACHLORONITROBENZENE,Pentachloronitrobenzene,"1,2,3,4,5-pentachloro-6-nitrobenzene",98006,DTXSID2021105,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6Cl5NO2/c7-1-2(8)4(10)6(12(13)14)5(11)3(1)9,LKPLKUMXSAEKID-UHFFFAOYSA-N,?,2.74,100075,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894100>,O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
100076,83-32-9,83-32-9,C1Cc2cccc3cccc1c23,ACENAPHTHENE,Acenaphthene,"1,2-dihydroacenaphthylene",98007,DTXSID3021774,C1Cc2cccc3cccc1c23,"InChI=1S/C12H10/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-6H,7-8H2",CWRYPZZKDGJXCA-UHFFFAOYSA-N,?,2.88,100076,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894160>,c1cc2c3c(cccc3c1)CC2
100078,83-79-4,83-79-4,CC(=C)[C@H]1Cc2c3O[C@@H]4COc5cc(OC)c(cc5[C@@H]4C(=O)c3ccc2O1)OC,ROTENONE,Rotenone,"(2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one",98009,DTXSID6021248,CC(=C)C1Cc2c3OC4COc5cc(OC)c(cc5C4C(=O)c3ccc2O1)OC,"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3",JUVIOZPCNVVQFO-UHFFFAOYSA-N,?,1.41,100078,<rdkit.Chem.rdchem.Mol object at 0x2b7b598941c0>,C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1
100079,84-15-1,84-15-1,c1ccccc1-c1ccccc1-c1ccccc1,O-TERPHENYL,o-Terphenyl,"1,1':2',1''-terphenyl",98010,DTXSID1049697,c1ccccc1-c1ccccc1-c1ccccc1,InChI=1S/C18H14/c1-3-9-15(10-4-1)17-13-7-8-14-18(17)16-11-5-2-6-12-16/h1-14H,OIAQMFOKAXHPNH-UHFFFAOYSA-N,?,3.48,100079,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894220>,c1ccc(-c2ccccc2-c2ccccc2)cc1
100080,84-51-5,84-51-5,CCc1cc2c(cc1)C(=O)c1ccccc1C2=O,2-ETHYLANTHRAQUINONE,"2-Ethylanthracene-9,10-dione","2-ethylanthracene-9,10-dione",98011,DTXSID5044994,CCc1cc2c(cc1)C(=O)c1ccccc1C2=O,"InChI=1S/C16H12O2/c1-2-10-7-8-13-14(9-10)16(18)12-6-4-3-5-11(12)15(13)17/h3-9H,2H2,1H3",SJEBAWHUJDUKQK-UHFFFAOYSA-N,?,0.98,100080,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894280>,CCc1ccc2c(c1)C(=O)c1ccccc1C2=O
100082,84-74-2,84-74-2,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DIBUTYL PHTHALATE,Dibutyl phthalate,"dibutyl benzene-1,2-dicarboxylate",98013,DTXSID2021781,CCCCOC(=O)c1ccccc1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,?,2.22,100082,<rdkit.Chem.rdchem.Mol object at 0x2b7b598942e0>,CCCCOC(=O)c1ccccc1C(=O)OCCCC
100083,85-00-7,85-00-7,[Br-].[Br-].C1C[n+]2ccccc2-c2cccc[n+]21,DIQUAT DIBROMIDE,Diquat dibromide,"6,7-dihydrodipyrido[1,2-a:2',1'-c]pyrazinediium dibromide",98014,DTXSID3024075,C1C[n+]2ccccc2-c2cccc[n+]21,"InChI=1S/C12H12N2/c1-3-7-13-9-10-14-8-4-2-6-12(14)11(13)5-1/h1-8H,9-10H2/q+2",SYJFEGQWDCRVNX-UHFFFAOYSA-N,[Br-].[Br-],0.76,100083,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894340>,c1cc[n+]2c(c1)-c1cccc[n+]1CC2
100084,85-01-8,85-01-8,c1cc2ccccc2c2ccccc21,PHENANTHRENE,Phenanthrene,phenanthrenato,98015,DTXSID6024254,c1cc2ccccc2c2ccccc21,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N,?,3.4,100084,<rdkit.Chem.rdchem.Mol object at 0x2b7b598943a0>,c1ccc2c(c1)ccc1ccccc12
100085,85-22-3,85-22-3,c(c(c(c(c1Br)Br)Br)Br)(c1Br)CC,PENTABROMOETHYLBENZENE,"2,3,4,5,6-Pentabromoethylbenzene","1,2,3,4,5-pentabromo-6-ethylbenzene",98016,DTXSID7021782,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,"InChI=1S/C8H5Br5/c1-2-3-4(9)6(11)8(13)7(12)5(3)10/h2H2,1H3",FIAXCDIQXHJNIX-UHFFFAOYSA-N,?,2.52,100085,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894400>,CCc1c(Br)c(Br)c(Br)c(Br)c1Br
100087,86-30-6,86-30-6,O=NN(c1ccccc1)c1ccccc1,DIPHENYLNITROSAMINE,N-Nitrosodiphenylamine,N-nitroso-N-phenylaniline,98018,DTXSID6021030,O=NN(c1ccccc1)c1ccccc1,InChI=1S/C12H10N2O/c15-13-14(11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,UBUCNCOMADRQHX-UHFFFAOYSA-N,?,1.33,100087,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894460>,O=NN(c1ccccc1)c1ccccc1
100088,86-73-7,86-73-7,C1c2ccccc2-c2ccccc21,9H-FLUORENE,Fluorene,9H-fluorene,98019,DTXSID8024105,C1c2ccccc2-c2ccccc21,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,?,2.72,100088,<rdkit.Chem.rdchem.Mol object at 0x2b7b598944c0>,c1ccc2c(c1)Cc1ccccc1-2
100089,86-74-8,86-74-8,c1cccc2[nH]c3ccccc3c21,CARBAZOLE,Carbazole,9H-carbazole,98020,DTXSID4020248,c1cccc2[nH]c3ccccc3c21,"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",UJOBWOGCFQCDNV-UHFFFAOYSA-N,?,2.23,100089,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894520>,c1ccc2c(c1)[nH]c1ccccc12
100091,87-02-5,87-02-5,Nc1cc2cc(cc(O)c2cc1)S(O)(=O)=O,7-Amino-4-hydroxy-2-naphthalenesulfonic acid,7-Amino-4-hydroxynaphthalene-2-sulfonic acid,7-amino-4-hydroxynaphthalene-2-sulfonic acid,98022,DTXSID7026520,Nc1cc2cc(cc(O)c2cc1)S(O)(=O)=O,"InChI=1S/C10H9NO4S/c11-7-1-2-9-6(3-7)4-8(5-10(9)12)16(13,14)15/h1-5,12H,11H2,(H,13,14,15)",KYARBIJYVGJZLB-UHFFFAOYSA-N,?,0.38,100091,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894580>,Nc1ccc2c(O)cc(S(=O)(=O)O)cc2c1
100092,87-40-1,87-40-1,COc1c(Cl)cc(Cl)cc1Cl,"2,4,6-TRICHLOROANISOLE","Benzene, 1,3,5-trichloro-2-methoxy-","1,3,5-Trichloro-2-methoxybenzene",98023,DTXSID9073886,COc1c(Cl)cc(Cl)cc1Cl,"InChI=1S/C7H5Cl3O/c1-11-7-5(9)2-4(8)3-6(7)10/h2-3H,1H3",WCVOGSZTONGSQY-UHFFFAOYSA-N,?,2.86,100092,<rdkit.Chem.rdchem.Mol object at 0x2b7b598945e0>,COc1c(Cl)cc(Cl)cc1Cl
100093,87-61-6,87-61-6,Clc1c(Cl)cccc1Cl,"1,2,3-TRICHLOROBENZENE","1,2,3-Trichlorobenzene",C6H3Cl3,98024,DTXSID8026193,Clc1c(Cl)cccc1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,RELMFMZEBKVZJC-UHFFFAOYSA-N,?,2.82,100093,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894640>,Clc1cccc(Cl)c1Cl
100095,87-68-3,87-68-3,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,HEXACHLOROBUTADIENE,"Hexachloro-1,3-butadiene","1,1,2,3,4,4-hexachlorobuta-1,3-diene",98026,DTXSID7020683,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,InChI=1S/C4Cl6/c5-1(3(7)8)2(6)4(9)10,RWNKSTSCBHKHTB-UHFFFAOYSA-N,?,3.82,100095,<rdkit.Chem.rdchem.Mol object at 0x2b7b598946a0>,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
100096,87-82-1,87-82-1,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,HEXABROMOBENZENE,Hexabromobenzene,hexabromobenzene,98027,DTXSID1024128,Brc1c(Br)c(Br)c(Br)c(Br)c1Br,InChI=1S/C6Br6/c7-1-2(8)4(10)6(12)5(11)3(1)9,CAYGQBVSOZLICD-UHFFFAOYSA-N,?,3.0,100096,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894700>,Brc1c(Br)c(Br)c(Br)c(Br)c1Br
100097,87-83-2,87-83-2,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,PENTABROMOTOLUENE,Pentabromotoluene,"1,2,3,4,5-pentabromo-6-methylbenzene",98028,DTXSID3025833,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,InChI=1S/C7H3Br5/c1-2-3(8)5(10)7(12)6(11)4(2)9/h1H3,OZHJEQVYCBTHJT-UHFFFAOYSA-N,?,2.43,100097,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894760>,Cc1c(Br)c(Br)c(Br)c(Br)c1Br
100099,87-86-5,87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,PENTACHLOROPHENOL,Pentachlorophenol,pentachlorophenol,98030,DTXSID7021106,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,?,2.66,100099,<rdkit.Chem.rdchem.Mol object at 0x2b7b598947c0>,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
100100,88-06-2,88-06-2,Oc1c(Cl)cc(Cl)cc1Cl,"2,4,6-TRICHLOROPHENOL","2,4,6-Trichlorophenol",C6H3Cl3O,98031,DTXSID5021386,Oc1c(Cl)cc(Cl)cc1Cl,"InChI=1S/C6H3Cl3O/c7-3-1-4(8)6(10)5(9)2-3/h1-2,10H",LINPIYWFGCPVIE-UHFFFAOYSA-N,?,1.94,100100,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894820>,Oc1c(Cl)cc(Cl)cc1Cl
100101,88-19-7,88-19-7,Cc1ccccc1S(N)(=O)=O,O-METHYLBENZENESULFONAMIDE,o-Toluenesulfonamide,2-methylbenzenesulfonamide,98032,DTXSID7021362,Cc1ccccc1S(N)(=O)=O,"InChI=1S/C7H9NO2S/c1-6-4-2-3-5-7(6)11(8,9)10/h2-5H,1H3,(H2,8,9,10)",YCMLQMDWSXFTIF-UHFFFAOYSA-N,?,0.41,100101,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894880>,Cc1ccccc1S(N)(=O)=O
100103,88-72-2,88-72-2,Cc1ccccc1[N+]([O-])=O,2-NITROTOLUENE,2-Nitrotoluene,1-methyl-2-nitrobenzene,98034,DTXSID4025791,Cc1ccccc1[N+]([O-])=O,"InChI=1S/C7H7NO2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3",PLAZTCDQAHEYBI-UHFFFAOYSA-N,?,1.26,100103,<rdkit.Chem.rdchem.Mol object at 0x2b7b598948e0>,Cc1ccccc1[N+](=O)[O-]
100104,88-73-3,88-73-3,[O-][N+](=O)c1ccccc1Cl,2-CHLORO-1-NITROBENZENE,1-Chloro-2-nitrobenzene,1-chloro-2-nitrobenzene,98035,DTXSID0020280,[O-][N+](=O)c1ccccc1Cl,InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,BFCFYVKQTRLZHA-UHFFFAOYSA-N,?,1.17,100104,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894940>,O=[N+]([O-])c1ccccc1Cl
100105,88-74-4,88-74-4,Nc1ccccc1[N+]([O-])=O,2-NITROANILINE,2-Nitroaniline,2-nitroaniline,98036,DTXSID1025726,Nc1ccccc1[N+]([O-])=O,"InChI=1S/C6H6N2O2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,7H2",DPJCXCZTLWNFOH-UHFFFAOYSA-N,?,1.0,100105,<rdkit.Chem.rdchem.Mol object at 0x2b7b598949a0>,Nc1ccccc1[N+](=O)[O-]
100107,88-85-7,88-85-7,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,DINOSEB,Dinoseb,"2-(butan-2-yl)-4,6-dinitrophenol",98038,DTXSID3020207,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3",OWZPCEFYPSAJFR-UHFFFAOYSA-N,?,1.79,100107,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894a00>,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
100108,88-89-1,88-89-1,[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"2,4,6-TRINITROPHENOL",Picric acid,"2,4,6-trinitrophenol",98039,DTXSID4025909,[O-][N+](=O)c1cc(c(O)c(c1)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C6H3N3O7/c10-6-4(8(13)14)1-3(7(11)12)2-5(6)9(15)16/h1-2,10H",OXNIZHLAWKMVMX-UHFFFAOYSA-N,?,0.34,100108,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894a60>,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1
100109,88-98-2,NOCAS_861676,O=C(O)C(C(C(=O)O)CC=C1)C1,"4-Cyclohexene-1,2-dicarboxylic acid",,,98040,DTXSID80861676,OC(=O)C1CC=CCC1C(O)=O,"InChI=1S/C8H10O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-2,5-6H,3-4H2,(H,9,10)(H,11,12)",ILUAAIDVFMVTAU-UHFFFAOYSA-N,?,0.3,100109,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894ac0>,O=C(O)C1CC=CCC1C(=O)O
100111,89-61-2,89-61-2,[O-][N+](=O)c1cc(Cl)ccc1Cl,"2,5-DICHLORONITROBENZENE","1,4-Dichloro-2-nitrobenzene","1,4-dichloro-2-nitrobenzene",98042,DTXSID7052602,[O-][N+](=O)c1cc(Cl)ccc1Cl,InChI=1S/C6H3Cl2NO2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,RZKKOBGFCAHLCZ-UHFFFAOYSA-N,?,2.05,100111,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894b20>,O=[N+]([O-])c1cc(Cl)ccc1Cl
100112,89-63-4,89-63-4,Nc1ccc(Cl)cc1[N+]([O-])=O,4-CHLORO-2-NITROANILINE,4-Chloro-2-nitroaniline,4-chloro-2-nitroaniline,98043,DTXSID4030384,Nc1ccc(Cl)cc1[N+]([O-])=O,"InChI=1S/C6H5ClN2O2/c7-4-1-2-5(8)6(3-4)9(10)11/h1-3H,8H2",PBGKNXWGYQPUJK-UHFFFAOYSA-N,?,1.04,100112,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894b80>,Nc1ccc(Cl)cc1[N+](=O)[O-]
100113,89-69-0,89-69-0,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,"2,4,5-TRICHLORONITROBENZENE","2,4,5-Trichloronitrobenzene","1,2,4-trichloro-5-nitrobenzene",98044,DTXSID5026203,[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,InChI=1S/C6H2Cl3NO2/c7-3-1-5(9)6(10(11)12)2-4(3)8/h1-2H,IBRBMZRLVYKVRF-UHFFFAOYSA-N,?,1.84,100113,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894be0>,O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl
100115,90-12-0,90-12-0,Cc1cccc2ccccc21,1-METHYLNAPHTHALENE,1-Methylnaphthalene,1-methylnaphthalene,98046,DTXSID9020877,Cc1cccc2ccccc21,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",QPUYECUOLPXSFR-UHFFFAOYSA-N,?,1.73,100115,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894c40>,Cc1cccc2ccccc12
100116,90-30-2,90-30-2,c1cccc2c(cccc21)Nc1ccccc1,"1-NAPHTHALENAMINE, N-PHENYL-",N-Phenyl-1-naphthylamine,N-phenylnaphthalen-1-amine,98047,DTXSID2025892,c1cccc2c(cccc21)Nc1ccccc1,"InChI=1S/C16H13N/c1-2-9-14(10-3-1)17-16-12-6-8-13-7-4-5-11-15(13)16/h1-12,17H",XQVWYOYUZDUNRW-UHFFFAOYSA-N,?,3.23,100116,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894ca0>,c1ccc(Nc2cccc3ccccc23)cc1
100117,90-41-5,90-41-5,Nc1ccccc1-c1ccccc1,2-AMINOBIPHENYL,2-Biphenylamine,biphenyl-2-amine,98048,DTXSID3030189,Nc1ccccc1-c1ccccc1,"InChI=1S/C12H11N/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9H,13H2",TWBPWBPGNQWFSJ-UHFFFAOYSA-N,?,1.41,100117,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894d00>,Nc1ccccc1-c1ccccc1
100119,90-94-8,90-94-8,O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2,"4,4-BIS(DIMETHYLAMINO)BENZOPHENONE",Michler's ketone,bis[4-(dimethylamino)phenyl]methanone,98050,DTXSID2020894,CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C,"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",VVBLNCFGVYUYGU-UHFFFAOYSA-N,?,1.45,100119,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894d60>,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
100120,91-15-6,91-15-6,N#Cc1ccccc1C#N,"1,2-DICYANOBENZENE","1,2-Benzenedicarbonitrile","benzene-1,2-dicarbonitrile",98051,DTXSID8029604,N#Cc1ccccc1C#N,InChI=1S/C8H4N2/c9-5-7-3-1-2-4-8(7)6-10/h1-4H,XQZYPMVTSDWCCE-UHFFFAOYSA-N,?,0.7,100120,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894dc0>,N#Cc1ccccc1C#N
100121,91-20-3,91-20-3,c1cccc2ccccc21,NAPHTHALENE,Naphthalene,naphthalene,98052,DTXSID8020913,c1cccc2ccccc21,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,?,1.93,100121,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894e20>,c1ccc2ccccc2c1
100123,91-23-6,91-23-6,COc1ccccc1[N+]([O-])=O,2-NITROANISOLE,1-Methoxy-2-nitrobenzene,1-methoxy-2-nitrobenzene,98054,DTXSID3020962,COc1ccccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",CFBYEGUGFPZCNF-UHFFFAOYSA-N,?,0.7,100123,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894e80>,COc1ccccc1[N+](=O)[O-]
100124,91-57-6,91-57-6,Cc1cc2ccccc2cc1,2-METHYLNAPHTHALENE,2-Methylnaphthalene,2-methylnaphthalene,98055,DTXSID4020878,Cc1cc2ccccc2cc1,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",QIMMUPPBPVKWKM-UHFFFAOYSA-N,?,1.87,100124,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894ee0>,Cc1ccc2ccccc2c1
100125,91-58-7,91-58-7,Clc1cc2ccccc2cc1,2-CHLORONAPHTHALENE,2-Chloronaphthalene,2-chloronaphthalene,98056,DTXSID8023971,Clc1cc2ccccc2cc1,InChI=1S/C10H7Cl/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7H,CGYGETOMCSJHJU-UHFFFAOYSA-N,?,3.63,100125,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894f40>,Clc1ccc2ccccc2c1
100127,91-94-1,91-94-1,Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"3,3'-DICHLOROBENZIDINE","3,3'-Dichlorobenzidine","3,3'-dichlorobiphenyl-4,4'-diamine",98058,DTXSID6020432,Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,"InChI=1S/C12H10Cl2N2/c13-9-5-7(1-3-11(9)15)8-2-4-12(16)10(14)6-8/h1-6H,15-16H2",HUWXDEQWWKGHRV-UHFFFAOYSA-N,?,2.16,100127,<rdkit.Chem.rdchem.Mol object at 0x2b7b59894fa0>,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
100128,91-96-3,91-96-3,O=C(Nc(c(cc(c(ccc(NC(=O)CC(=O)C)c1C)c1)c2)C)c2)CC(=O)C,C.I. AZOIC COUPLING COMPONENT 5,"Butanamide, N,N'-(3,3'-dimethyl[1,1'-biphenyl]-4,4'-diyl)bis[3-oxo-",N-[2-methyl-4-[3-methyl-4-(3-oxobutanoylamino)phenyl]phenyl]-3-oxobutanamide,98059,DTXSID5059034,CC(=O)CC(=O)Nc1ccc(cc1C)-c1cc(C)c(cc1)NC(=O)CC(C)=O,"InChI=1S/C22H24N2O4/c1-13-9-17(5-7-19(13)23-21(27)11-15(3)25)18-6-8-20(14(2)10-18)24-22(28)12-16(4)26/h5-10H,11-12H2,1-4H3,(H,23,27)(H,24,28)",CRRLDLPBQWRVGN-UHFFFAOYSA-N,?,0.2,100128,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988c040>,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C
100129,92-52-4,92-52-4,c1ccccc1-c1ccccc1,BIPHENYL,Biphenyl,biphenyl,98060,DTXSID4020161,c1ccccc1-c1ccccc1,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,?,2.64,100129,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988c0a0>,c1ccc(-c2ccccc2)cc1
100131,92-70-6,92-70-6,Oc1cc2ccccc2cc1C(O)=O,"2-NAPHTHALENECARBOXYLIC ACID, 3-HYDROXY-",3-Hydroxy-2-naphthoic acid,3-hydroxynaphthalene-2-carboxylic acid,98062,DTXSID3026560,Oc1cc2ccccc2cc1C(O)=O,"InChI=1S/C11H8O3/c12-10-6-8-4-2-1-3-7(8)5-9(10)11(13)14/h1-6,12H,(H,13,14)",ALKYHXVLJMQRLQ-UHFFFAOYSA-N,?,0.6,100131,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988c100>,O=C(O)c1cc2ccccc2cc1O
100132,92-77-3,92-77-3,Oc1cc2ccccc2cc1C(=O)Nc1ccccc1,Naphthol AS,3-Hydroxy-2-naphthanilide,3-hydroxy-N-phenyl-2-naphthamide,98063,DTXSID1052618,Oc1cc2ccccc2cc1C(=O)Nc1ccccc1,"InChI=1S/C17H13NO2/c19-16-11-13-7-5-4-6-12(13)10-15(16)17(20)18-14-8-2-1-3-9-14/h1-11,19H,(H,18,20)",JFGQHAHJWJBOPD-UHFFFAOYSA-N,?,0.81,100132,<rdkit.Chem.rdchem.Mol object at 0x2b7b5988c160>,O=C(Nc1ccccc1)c1cc2ccccc2cc1O
