ChemID,source_casrn,CAS,SMILES,NAME,preferred_name,iupac,MPID,dsstox_substance_id,Canonical_QSARr,InChI_Code_QSARr,InChI Key_QSARr,LogKOC,ID,mol,isosmiles
100075,83-79-4,83-79-4,CC(=C)[C@H]1Cc2c3O[C@@H]4COc5cc(OC)c(cc5[C@@H]4C(=O)c3ccc2O1)OC,ROTENONE,Rotenone,"(2R,6aS,12aS)-8,9-dimethoxy-2-(prop-1-en-2-yl)-1,2,12,12a-tetrahydrochromeno[3,4-b]furo[2,3-h]chromen-6(6aH)-one",99352,DTXSID6021248,CC(=C)C1Cc2c3OC4COc5cc(OC)c(cc5C4C(=O)c3ccc2O1)OC,"InChI=1S/C23H22O6/c1-11(2)16-8-14-15(28-16)6-5-12-22(24)21-13-7-18(25-3)19(26-4)9-17(13)27-10-20(21)29-23(12)14/h5-7,9,16,20-21H,1,8,10H2,2-4H3",JUVIOZPCNVVQFO-UHFFFAOYSA-N,4.0,100075,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894d60>,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
100076,84-65-1,84-65-1,O=C1c2ccccc2C(=O)c2ccccc12,ANTHRAQUINONE,Anthraquinone,"anthracene-9,10-dione",99353,DTXSID3020095,O=C1c2ccccc2C(=O)c2ccccc12,InChI=1S/C14H8O2/c15-13-9-5-1-2-6-10(9)14(16)12-8-4-3-7-11(12)13/h1-8H,RZVHIXYEVGDQDX-UHFFFAOYSA-N,3.57,100076,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894dc0>,O=C1c2ccccc2C(=O)c2ccccc21
100078,84-69-5,84-69-5,O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1,DI-ISOBUTYLPHTHALATE,Diisobutyl phthalate,"bis(2-methylpropyl) benzene-1,2-dicarboxylate",99355,DTXSID9022522,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,"InChI=1S/C16H22O4/c1-11(2)9-19-15(17)13-7-5-6-8-14(13)16(18)20-10-12(3)4/h5-8,11-12H,9-10H2,1-4H3",MGWAVDBGNNKXQV-UHFFFAOYSA-N,3.14,100078,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894e20>,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C
100079,84-72-0,84-72-0,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,ETHYL CARBETHOXYMETHYL PHTHALATE,Ethyl phthalyl ethyl glycolate,"2-ethoxy-2-oxoethyl ethyl benzene-1,2-dicarboxylate",99356,DTXSID3024100,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC,"InChI=1S/C14H16O6/c1-3-18-12(15)9-20-14(17)11-8-6-5-7-10(11)13(16)19-4-2/h5-8H,3-4,9H2,1-2H3",PZBLUWVMZMXIKZ-UHFFFAOYSA-N,2.54,100079,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894e80>,CCOC(=O)COC(=O)c1ccccc1C(=O)OCC
100080,84-74-2,84-74-2,CCCCOC(=O)c1ccccc1C(=O)OCCCC,DIBUTYL PHTHALATE,Dibutyl phthalate,"dibutyl benzene-1,2-dicarboxylate",99357,DTXSID2021781,CCCCOC(=O)c1ccccc1C(=O)OCCCC,"InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3",DOIRQSBPFJWKBE-UHFFFAOYSA-N,3.14,100080,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894ee0>,CCCCOC(=O)c1ccccc1C(=O)OCCCC
100083,85-01-8,85-01-8,c1cc2ccccc2c2ccccc21,PHENANTHRENE,Phenanthrene,phenanthrenato,99360,DTXSID6024254,c1cc2ccccc2c2ccccc21,InChI=1S/C14H10/c1-3-7-13-11(5-1)9-10-12-6-2-4-8-14(12)13/h1-10H,YNPNZTXNASCQKK-UHFFFAOYSA-N,4.35,100083,<rdkit.Chem.rdchem.Mol object at 0x2ae48d894fa0>,c1ccc2c(c1)ccc1ccccc12
100084,85-02-9,85-02-9,c1cccc2c3ccc[n]c3ccc21,BENZO(F)QUINOLINE,Benzo(f)quinoline,benzo[f]quinoline,99361,DTXSID2024585,c1cccc2c3ccc[n]c3ccc21,InChI=1S/C13H9N/c1-2-5-11-10(4-1)7-8-13-12(11)6-3-9-14-13/h1-9H,HCAUQPZEWLULFJ-UHFFFAOYSA-N,4.64,100084,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4040>,c1ccc2c(c1)ccc1ncccc12
100085,85-22-3,85-22-3,c(c(c(c(c1Br)Br)Br)Br)(c1Br)CC,PENTABROMOETHYLBENZENE,"2,3,4,5,6-Pentabromoethylbenzene","1,2,3,4,5-pentabromo-6-ethylbenzene",99362,DTXSID7021782,CCc1c(Br)c(Br)c(Br)c(Br)c1Br,"InChI=1S/C8H5Br5/c1-2-3-4(9)6(11)8(13)7(12)5(3)10/h2H2,1H3",FIAXCDIQXHJNIX-UHFFFAOYSA-N,4.92,100085,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b40a0>,CCc1c(Br)c(Br)c(Br)c(Br)c1Br
100087,85-44-9,85-44-9,O=C1OC(=O)c2ccccc12,PHTHALIC ANHYDRIDE,Phthalic anhydride,"2-benzofuran-1,3-dione",99364,DTXSID2021159,O=C1OC(=O)c2ccccc12,InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,LGRFSURHDFAFJT-UHFFFAOYSA-N,1.56,100087,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4100>,O=C1OC(=O)c2ccccc21
100088,85-68-7,85-68-7,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,BUTYL BENZYL PHTHALATE,Butyl benzyl phthalate,"benzyl butyl benzene-1,2-dicarboxylate",99365,DTXSID3020205,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,"InChI=1S/C19H20O4/c1-2-3-13-22-18(20)16-11-7-8-12-17(16)19(21)23-14-15-9-5-4-6-10-15/h4-12H,2-3,13-14H2,1H3",IRIAEXORFWYRCZ-UHFFFAOYSA-N,3.72,100088,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4160>,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1
100089,85-70-1,85-70-1,O=C(OCC(=O)OCCCC)c(c(ccc1)C(=O)OCCCC)c1,BUTYLGLYCOLYL BUTYL PHTHALATE,Butylphthalyl butylglycolate,"2-butoxy-2-oxoethyl butyl benzene-1,2-dicarboxylate",99366,DTXSID7023938,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC,"InChI=1S/C18H24O6/c1-3-5-11-22-16(19)13-24-18(21)15-10-8-7-9-14(15)17(20)23-12-6-4-2/h7-10H,3-6,11-13H2,1-2H3",GOJCZVPJCKEBQV-UHFFFAOYSA-N,3.7,100089,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b41c0>,CCCCOC(=O)COC(=O)c1ccccc1C(=O)OCCCC
100091,86-50-0,86-50-0,S=P(OC)(OC)SCN1N=Nc2ccccc2C1(=O),METHYL AZINPHOS,Azinphos-methyl,"O,O-dimethyl S-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl] phosphorodithioate",99368,DTXSID3020122,COP(=S)(OC)SCN1N=Nc2ccccc2C1=O,"InChI=1S/C10H12N3O3PS2/c1-15-17(18,16-2)19-7-13-10(14)8-5-3-4-6-9(8)11-12-13/h3-6H,7H2,1-2H3",CJJOSEISRRTUQB-UHFFFAOYSA-N,2.28,100091,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4220>,COP(=S)(OC)SCn1nnc2ccccc2c1=O
100092,86-73-7,86-73-7,C1c2ccccc2-c2ccccc21,9H-FLUORENE,Fluorene,9H-fluorene,99369,DTXSID8024105,C1c2ccccc2-c2ccccc21,"InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2",NIHNNTQXNPWCJQ-UHFFFAOYSA-N,3.7,100092,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4280>,c1ccc2c(c1)Cc1ccccc1-2
100093,86-74-8,86-74-8,c1cccc2[nH]c3ccccc3c21,CARBAZOLE,Carbazole,9H-carbazole,99370,DTXSID4020248,c1cccc2[nH]c3ccccc3c21,"InChI=1S/C12H9N/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8,13H",UJOBWOGCFQCDNV-UHFFFAOYSA-N,3.4,100093,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b42e0>,c1ccc2c(c1)[nH]c1ccccc12
100095,86-87-3,86-87-3,O=C(O)Cc(c(c(ccc1)cc2)c1)c2,NAPHTHALENEACETIC ACID,1-Naphthaleneacetic acid,naphthalen-1-ylacetic acid,99372,DTXSID8020915,OC(=O)Cc1cccc2ccccc21,"InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)",PRPINYUDVPFIRX-UHFFFAOYSA-N,2.2,100095,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4340>,O=C(O)Cc1cccc2ccccc12
100096,87-61-6,87-61-6,Clc1c(Cl)cccc1Cl,"1,2,3-TRICHLOROBENZENE","1,2,3-Trichlorobenzene",C6H3Cl3,99373,DTXSID8026193,Clc1c(Cl)cccc1Cl,InChI=1S/C6H3Cl3/c7-4-2-1-3-5(8)6(4)9/h1-3H,RELMFMZEBKVZJC-UHFFFAOYSA-N,3.33,100096,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b43a0>,Clc1cccc(Cl)c1Cl
100097,87-86-5,87-86-5,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,PENTACHLOROPHENOL,Pentachlorophenol,pentachlorophenol,99374,DTXSID7021106,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,InChI=1S/C6HCl5O/c7-1-2(8)4(10)6(12)5(11)3(1)9/h12H,IZUPBVBPLAPZRR-UHFFFAOYSA-N,4.3,100097,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4400>,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
100099,88-30-2,88-30-2,[O-][N+](=O)c1ccc(O)cc1C(F)(F)F,3-TRIFLUOROMETHYL-4-NITROPHENOL,3-Trifluoromethyl-4-nitrophenol,4-nitro-3-(trifluoromethyl)phenol,99376,DTXSID7021788,[O-][N+](=O)c1ccc(O)cc1C(F)(F)F,"InChI=1S/C7H4F3NO3/c8-7(9,10)5-3-4(12)1-2-6(5)11(13)14/h1-3,12H",ZEFMBAFMCSYJOO-UHFFFAOYSA-N,2.11,100099,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4460>,O=[N+]([O-])c1ccc(O)cc1C(F)(F)F
100100,88-85-7,88-85-7,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,DINOSEB,Dinoseb,"2-(butan-2-yl)-4,6-dinitrophenol",99377,DTXSID3020207,CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C10H12N2O5/c1-3-6(2)8-4-7(11(14)15)5-9(10(8)13)12(16)17/h4-6,13H,3H2,1-2H3",OWZPCEFYPSAJFR-UHFFFAOYSA-N,2.7,100100,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b44c0>,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O
100101,88-99-3,88-99-3,O=C(O)c(c(ccc1)C(=O)O)c1,O-PHTHALIC ACID,Phthalic acid,"benzene-1,2-dicarboxylic acid",99378,DTXSID8021484,OC(=O)c1ccccc1C(O)=O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",XNGIFLGASWRNHJ-UHFFFAOYSA-N,1.07,100101,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4520>,O=C(O)c1ccccc1C(=O)O
100103,90-12-0,90-12-0,Cc1cccc2ccccc21,1-METHYLNAPHTHALENE,1-Methylnaphthalene,1-methylnaphthalene,99380,DTXSID9020877,Cc1cccc2ccccc21,"InChI=1S/C11H10/c1-9-5-4-7-10-6-2-3-8-11(9)10/h2-8H,1H3",QPUYECUOLPXSFR-UHFFFAOYSA-N,3.36,100103,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4580>,Cc1cccc2ccccc12
100104,90-15-3,90-15-3,Oc1cccc2ccccc21,1-NAPHTHOL,1-Naphthol,naphthalen-1-ol,99381,DTXSID6021793,Oc1cccc2ccccc21,"InChI=1S/C10H8O/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7,11H",KJCVRFUGPWSIIH-UHFFFAOYSA-N,2.72,100104,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b45e0>,Oc1cccc2ccccc12
100105,90-94-8,90-94-8,O=C(c(ccc(N(C)C)c1)c1)c(ccc(N(C)C)c2)c2,"4,4-BIS(DIMETHYLAMINO)BENZOPHENONE",Michler's ketone,bis[4-(dimethylamino)phenyl]methanone,99382,DTXSID2020894,CN(C)c1ccc(cc1)C(=O)c1ccc(cc1)N(C)C,"InChI=1S/C17H20N2O/c1-18(2)15-9-5-13(6-10-15)17(20)14-7-11-16(12-8-14)19(3)4/h5-12H,1-4H3",VVBLNCFGVYUYGU-UHFFFAOYSA-N,2.21,100105,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4640>,CN(C)c1ccc(C(=O)c2ccc(N(C)C)cc2)cc1
100107,91-16-7,91-16-7,COc1ccccc1OC,"1,2-DIMETHOXYBENZENE","1,2-Dimethoxybenzene","1,2-dimethoxybenzene",99384,DTXSID7047065,COc1ccccc1OC,"InChI=1S/C8H10O2/c1-9-7-5-3-4-6-8(7)10-2/h3-6H,1-2H3",ABDKAPXRBAPSQN-UHFFFAOYSA-N,2.03,100107,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b46a0>,COc1ccccc1OC
100108,91-17-8,91-17-8,C1CCCC2CCCCC21,DECAHYDRONAPHTHALENE,Decalin,decahydronaphthalene,99385,DTXSID1024912,C1CCCC2CCCCC21,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",NNBZCPXTIHJBJL-UHFFFAOYSA-N,3.67,100108,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4700>,C1CCC2CCCCC2C1
100109,91-20-3,91-20-3,c1cccc2ccccc21,NAPHTHALENE,Naphthalene,naphthalene,99386,DTXSID8020913,c1cccc2ccccc21,InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H,UFWIBTONFRDIAS-UHFFFAOYSA-N,2.96,100109,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4760>,c1ccc2ccccc2c1
100111,91-57-6,91-57-6,Cc1cc2ccccc2cc1,2-METHYLNAPHTHALENE,2-Methylnaphthalene,2-methylnaphthalene,99388,DTXSID4020878,Cc1cc2ccccc2cc1,"InChI=1S/C11H10/c1-9-6-7-10-4-2-3-5-11(10)8-9/h2-8H,1H3",QIMMUPPBPVKWKM-UHFFFAOYSA-N,3.6,100111,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b47c0>,Cc1ccc2ccccc2c1
100112,91-66-7,91-66-7,CCN(CC)c1ccccc1,"N,N-DIETHYLANILINE","N,N-Diethylaniline","N,N-diethylaniline",99389,DTXSID8021800,CCN(CC)c1ccccc1,"InChI=1S/C10H15N/c1-3-11(4-2)10-8-6-5-7-9-10/h5-9H,3-4H2,1-2H3",GGSUCNLOZRCGPQ-UHFFFAOYSA-N,2.08,100112,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4820>,CCN(CC)c1ccccc1
100113,91-80-5,91-80-5,CN(C)CCN(Cc1ccc[s]1)c1cccc[n]1,METHAPYRILENE,Methapyrilene,"N,N-dimethyl-N'-(pyridin-2-yl)-N'-(thiophen-2-ylmethyl)ethane-1,2-diamine",99390,DTXSID2023278,CN(C)CCN(Cc1ccc[s]1)c1cccc[n]1,"InChI=1S/C14H19N3S/c1-16(2)9-10-17(12-13-6-5-11-18-13)14-7-3-4-8-15-14/h3-8,11H,9-10,12H2,1-2H3",HNJJXZKZRAWDPF-UHFFFAOYSA-N,2.87,100113,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4880>,CN(C)CCN(Cc1cccs1)c1ccccn1
100115,92-24-0,92-24-0,c1c2cc3ccccc3cc2cc2ccccc21,TETRACENE,Naphthacene,TETRACENE,99392,DTXSID4059045,c1c2cc3ccccc3cc2cc2ccccc21,InChI=1S/C18H12/c1-2-6-14-10-18-12-16-8-4-3-7-15(16)11-17(18)9-13(14)5-1/h1-12H,IFLREYGFSNHWGE-UHFFFAOYSA-N,5.81,100115,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b48e0>,c1ccc2cc3cc4ccccc4cc3cc2c1
100116,92-52-4,92-52-4,c1ccccc1-c1ccccc1,BIPHENYL,Biphenyl,biphenyl,99393,DTXSID4020161,c1ccccc1-c1ccccc1,InChI=1S/C12H10/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h1-10H,ZUOUZKKEUPVFJK-UHFFFAOYSA-N,3.27,100116,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4940>,c1ccc(-c2ccccc2)cc1
100117,92-82-0,92-82-0,c1cccc2[n]c3ccccc3[n]c21,PHENAZINE,Phenazine,Phenazine,99394,DTXSID2059069,c1cccc2[n]c3ccccc3[n]c21,InChI=1S/C12H8N2/c1-2-6-10-9(5-1)13-11-7-3-4-8-12(11)14-10/h1-8H,PCNDJXKNXGMECE-UHFFFAOYSA-N,3.37,100117,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b49a0>,c1ccc2nc3ccccc3nc2c1
100119,92-91-1,92-91-1,CC(=O)c1ccc(cc1)-c1ccccc1,4-ACETYLBIPHENYL,4'-Acetylbiphenyl,1-(biphenyl-4-yl)ethanone,99396,DTXSID6052619,CC(=O)c1ccc(cc1)-c1ccccc1,"InChI=1S/C14H12O/c1-11(15)12-7-9-14(10-8-12)13-5-3-2-4-6-13/h2-10H,1H3",QCZZSANNLWPGEA-UHFFFAOYSA-N,3.22,100119,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4a00>,CC(=O)c1ccc(-c2ccccc2)cc1
100120,93-08-3,93-08-3,CC(=O)c1cc2ccccc2cc1,1-(2-NAPHTHALENYL)ETHANONE,2'-Acetonaphthone,1-(naphthalen-2-yl)ethanone,99397,DTXSID2041389,CC(=O)c1cc2ccccc2cc1,"InChI=1S/C12H10O/c1-9(13)11-7-6-10-4-2-3-5-12(10)8-11/h2-8H,1H3",XSAYZAUNJMRRIR-UHFFFAOYSA-N,2.93,100120,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4a60>,CC(=O)c1ccc2ccccc2c1
100121,93-58-3,93-58-3,COC(=O)c1ccccc1,"BENZOIC ACID, METHYL ESTER",Methyl benzoate,methyl benzoate,99398,DTXSID5025572,COC(=O)c1ccccc1,"InChI=1S/C8H8O2/c1-10-8(9)7-5-3-2-4-6-7/h2-6H,1H3",QPJVMBTYPHYUOC-UHFFFAOYSA-N,2.1,100121,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4ac0>,COC(=O)c1ccccc1
100123,93-71-0,93-71-0,C=CCN(CC=C)C(=O)CCl,"2-CHLORO-N,N-DIALLYLACETAMIDE",Allidochlor,"2-chloro-N,N-di(prop-2-en-1-yl)acetamide",99400,DTXSID2041591,C=CCN(CC=C)C(=O)CCl,"InChI=1S/C8H12ClNO/c1-3-5-10(6-4-2)8(11)7-9/h3-4H,1-2,5-7H2",MDBGGTQNNUOQRC-UHFFFAOYSA-N,1.3,100123,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4b20>,C=CCN(CC=C)C(=O)CCl
100124,93-72-1,93-72-1,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,SILVEX,"2-(2,4,5-Trichlorophenoxy)propionic acid","2-(2,4,5-trichlorophenoxy)propanoic acid",99401,DTXSID0021387,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,"InChI=1S/C9H7Cl3O3/c1-4(9(13)14)15-8-3-6(11)5(10)2-7(8)12/h2-4H,1H3,(H,13,14)",ZLSWBLPERHFHIS-UHFFFAOYSA-N,1.75,100124,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4b80>,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O
100125,93-76-5,93-76-5,OC(=O)COc1cc(Cl)c(Cl)cc1Cl,"2,4,5-TRICHLOROPHENOXYACETIC ACID","2,4,5-Trichlorophenoxyacetic acid","(2,4,5-trichlorophenoxy)acetic acid",99402,DTXSID5021388,OC(=O)COc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)",SMYMJHWAQXWPDB-UHFFFAOYSA-N,1.99,100125,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4be0>,O=C(O)COc1cc(Cl)c(Cl)cc1Cl
100127,93-99-2,93-99-2,O=C(Oc1ccccc1)c1ccccc1,PHENYL BENZOATE,Phenyl benzoate,phenyl benzoate,99404,DTXSID0048210,O=C(Oc1ccccc1)c1ccccc1,InChI=1S/C13H10O2/c14-13(11-7-3-1-4-8-11)15-12-9-5-2-6-10-12/h1-10H,FCJSHPDYVMKCHI-UHFFFAOYSA-N,3.16,100127,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4c40>,O=C(Oc1ccccc1)c1ccccc1
100128,94-08-6,94-08-6,Cc1ccc(cc1)C(=O)OCC,4-Methylbenzoic acid ethyl ester,Ethyl 4-methylbenzoate,ethyl 4-methylbenzoate,99405,DTXSID5048211,Cc1ccc(cc1)C(=O)OCC,"InChI=1S/C10H12O2/c1-3-12-10(11)9-6-4-8(2)5-7-9/h4-7H,3H2,1-2H3",NWPWRAWAUYIELB-UHFFFAOYSA-N,2.59,100128,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4ca0>,CCOC(=O)c1ccc(C)cc1
100129,94-59-7,94-59-7,C=CCc1ccc2OCOc2c1,SAFROLE,Safrole,"5-(prop-2-en-1-yl)-1,3-benzodioxole",99406,DTXSID0021254,C=CCc1ccc2OCOc2c1,"InChI=1S/C10H10O2/c1-2-3-8-4-5-9-10(6-8)12-7-11-9/h2,4-6H,1,3,7H2",ZMQAAUBTXCXRIC-UHFFFAOYSA-N,2.83,100129,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4d00>,C=CCc1ccc2c(c1)OCO2
100131,94-75-7,94-75-7,OC(=O)COc1ccc(Cl)cc1Cl,"2,4-DICHLOROPHENOXYACETIC ACID","2,4-Dichlorophenoxyacetic acid","(2,4-dichlorophenoxy)acetic acid",99408,DTXSID0020442,OC(=O)COc1ccc(Cl)cc1Cl,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",OVSKIKFHRZPJSS-UHFFFAOYSA-N,1.66,100131,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4d60>,O=C(O)COc1ccc(Cl)cc1Cl
100132,94-78-0,94-78-0,Nc1ccc(N=Nc2ccccc2)c(N)[n]1,PHENAZOPYRIDINE,Phenazopyridine,"3-(phenyldiazenyl)pyridine-2,6-diamine",99409,DTXSID1023445,Nc1ccc(N=Nc2ccccc2)c(N)[n]1,"InChI=1S/C11H11N5/c12-10-7-6-9(11(13)14-10)16-15-8-4-2-1-3-5-8/h1-7H,(H4,12,13,14)/b16-15+",QPFYXYFORQJZEC-FOCLMDBBSA-N,2.32,100132,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4dc0>,Nc1ccc(N=Nc2ccccc2)c(N)n1
100133,94-81-5,94-81-5,Cc1cc(Cl)ccc1OCCCC(O)=O,MCPB,MCPB,4-(4-chloro-2-methylphenoxy)butanoic acid,99410,DTXSID4024193,Cc1cc(Cl)ccc1OCCCC(O)=O,"InChI=1S/C11H13ClO3/c1-8-7-9(12)4-5-10(8)15-6-2-3-11(13)14/h4-5,7H,2-3,6H2,1H3,(H,13,14)",LLWADFLAOKUBDR-UHFFFAOYSA-N,2.73,100133,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4e20>,Cc1cc(Cl)ccc1OCCCC(=O)O
100135,95-15-8,95-15-8,c1cccc2[s]ccc21,BENZO(B)THIOPHENE,Benzothiophene,1-benzothiophene,99412,DTXSID2052736,c1cccc2[s]ccc21,InChI=1S/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,FCEHBMOGCRZNNI-UHFFFAOYSA-N,3.48,100135,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4e80>,c1ccc2sccc2c1
100136,95-47-6,95-47-6,Cc1ccccc1C,O-XYLENE,o-Xylene,C8H10,99413,DTXSID3021807,Cc1ccccc1C,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",CTQNGGLPUBDAKN-UHFFFAOYSA-N,2.25,100136,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4ee0>,Cc1ccccc1C
100137,95-50-1,95-50-1,Clc1ccccc1Cl,"1,2-DICHLOROBENZENE","1,2-Dichlorobenzene","1,2-dichlorobenzene",99414,DTXSID6020430,Clc1ccccc1Cl,InChI=1S/C6H4Cl2/c7-5-3-1-2-4-6(5)8/h1-4H,RFFLAFLAYFXFSW-UHFFFAOYSA-N,2.56,100137,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4f40>,Clc1ccccc1Cl
100139,95-76-1,95-76-1,Nc1cc(Cl)c(Cl)cc1,"3,4-DICHLOROANILINE","3,4-Dichloroaniline","3,4-dichloroaniline",99416,DTXSID7021815,Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C6H5Cl2N/c7-5-2-1-4(9)3-6(5)8/h1-3H,9H2",SDYWXFYBZPNOFX-UHFFFAOYSA-N,2.29,100139,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8b4fa0>,Nc1ccc(Cl)c(Cl)c1
100140,95-77-2,95-77-2,Oc1cc(Cl)c(Cl)cc1,"3,4-DICHLOROPHENOL","3,4-Dichlorophenol","3,4-dichlorophenol",99417,DTXSID7025005,Oc1cc(Cl)c(Cl)cc1,"InChI=1S/C6H4Cl2O/c7-5-2-1-4(9)3-6(5)8/h1-3,9H",WDNBURPWRNALGP-UHFFFAOYSA-N,3.09,100140,<rdkit.Chem.rdchem.Mol object at 0x2ae48d885040>,Oc1ccc(Cl)c(Cl)c1
100141,95-93-2,95-93-2,Cc1cc(C)c(C)cc1C,"1,2,4,5-TETRAMETHYLBENZENE","1,2,4,5-Tetramethylbenzene","1,2,4,5-tetramethylbenzene",99418,DTXSID1029124,Cc1cc(C)c(C)cc1C,"InChI=1S/C10H14/c1-7-5-9(3)10(4)6-8(7)2/h5-6H,1-4H3",SQNZJJAZBFDUTD-UHFFFAOYSA-N,3.12,100141,<rdkit.Chem.rdchem.Mol object at 0x2ae48d8850a0>,Cc1cc(C)c(C)cc1C
