CMPD_CHEMBLID,exp,smiles,mol,isosmiles
CHEMBL284275,0.2,COc1ccc(Cc2c(N)n[nH]c2N)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913b80>,COc1ccc(Cc2c(N)n[nH]c2N)cc1
CHEMBL2177167,2.0,CCN(CCN(C)C)S(=O)(=O)c1ccc(cc1)c2cnc(N)c(n2)C(=O)Nc3cccnc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913be0>,CCN(CCN(C)C)S(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)cc1
CHEMBL2331746,1.49,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913c40>,Cc1cn([C@H]2CCCN(S(=O)(=O)c3ccc(O)c(Oc4ccccc4)c3)C2)c(=O)[nH]c1=O
CHEMBL1712280,4.28,C1Oc2ccccc2C3=NN(CC13)c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913ca0>,c1ccc(N2CC3COc4ccccc4C3=N2)cc1
CHEMBL1790041,-0.95,CNC(=C[N+](=O)[O-])NCCSCc1oc(CN(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913d00>,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
CHEMBL1184060,1.64,CC(C)CC(N1NC(=O)c2nc3cc(Cl)ccc3c(O)c2C1=O)c4ccncc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913d60>,CC(C)CC(c1ccncc1)n1[nH]c(=O)c2nc3cc(Cl)ccc3c(O)c2c1=O
CHEMBL1502799,2.02,FC(F)c1nc2ccccc2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913dc0>,FC(F)c1nc2ccccc2[nH]1
CHEMBL2208436,3.09,O[C@@H](CNC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)COc3cccc(c3)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913e20>,N#Cc1cccc(OC[C@@H](O)CNC2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)c1
CHEMBL480445,2.18,COc1cc2ncc(C(=O)N)c(Nc3ccc(F)cc3F)c2cc1N4CCN(C)CC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913e80>,COc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1
CHEMBL1392670,4.4,Oc1ccccc1OC(=O)c2cccc3ccccc23,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913ee0>,O=C(Oc1ccccc1O)c1cccc2ccccc12
CHEMBL1455477,3.28,COc1ccccc1CNc2cc(C)ccn2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913f40>,COc1ccccc1CNc1cc(C)ccn1
CHEMBL1939414,3.04,Nc1nc(Nc2cccc(Br)c2)c3nc[nH]c3n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3913fa0>,Nc1nc(Nc2cccc(Br)c2)c2nc[nH]c2n1
CHEMBL1617016,3.12,Nc1c2CCN(c3ccccc3)c2nc4ccc(Br)cc14,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912040>,Nc1c2c(nc3ccc(Br)cc13)N(c1ccccc1)CC2
CHEMBL2207600,0.06,COc1cc(OC)c(cc1NC(=O)CCC(=O)O)S(=O)(=O)N(c2ccc(C)cc2)c3ccc(C)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e39120a0>,COc1cc(OC)c(S(=O)(=O)N(c2ccc(C)cc2)c2ccc(C)cc2)cc1NC(=O)CCC(=O)O
CHEMBL244213,2.49,OC(C(=O)c1ccc(F)cc1)c2ccc(F)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912100>,O=C(c1ccc(F)cc1)C(O)c1ccc(F)cc1
CHEMBL404957,1.11,CC(C)C[C@H](N)c1oc(nn1)S(=O)(=O)Cc2ccc(F)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912160>,CC(C)C[C@H](N)c1nnc(S(=O)(=O)Cc2ccc(F)cc2)o1
CHEMBL520252,2.81,CC(C)COc1cccc(c1)C(=O)Nc2ccc(C)c(c2)C(=O)Nc3cccnc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e39121c0>,Cc1ccc(NC(=O)c2cccc(OCC(C)C)c2)cc1C(=O)Nc1cccnc1
CHEMBL190747,3.52,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc3ccccc3)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912220>,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1
CHEMBL1079175,2.5,NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912280>,NC1(c2ccc(-c3nc4ccn5c(=O)[nH]nc5c4cc3-c3ccccc3)cc2)CCC1
CHEMBL1499868,4.48,CC(C(Cc1nc2ccccc2[nH]1)c3nc4ccccc4[nH]3)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e39122e0>,CC(c1ccccc1)C(Cc1nc2ccccc2[nH]1)c1nc2ccccc2[nH]1
CHEMBL1824042,1.33,Clc1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912340>,O=C1COc2ccc(CNC3CCN(CCN4C(=O)COc5ccc(Cl)cc54)CC3)nc2N1
CHEMBL2158827,1.83,OC(=O)Cc1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e39123a0>,O=C(O)Cc1ccc(N2CCC(CN3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1
CHEMBL520925,3.6,COc1cc2ncc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912400>,COc1cc2ncc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1OC
CHEMBL181502,3.2,CN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)C4CCC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912460>,CN(C(=O)C1CCC1)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL1962631,-0.56,NC(=N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N,<rdkit.Chem.rdchem.Mol object at 0x2b45e39124c0>,N=C(N)NC(=O)c1nc(Cl)c(NCc2ccccn2)nc1N
CHEMBL470915,3.53,Nc1c(NC2CC3CCC2C3)nc(nc1N4CCOCC4)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912520>,N#Cc1nc(NC2CC3CCC2C3)c(N)c(N2CCOCC2)n1
CHEMBL1163803,4.3,CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)NCc4c(F)cccc4F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912580>,CCN(C(=O)NCc1c(F)cccc1F)C1CCN(CCC(c2ccccc2)c2ccccc2)CC1
CHEMBL598194,2.88,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e39125e0>,NC1(C(=O)NCc2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1
CHEMBL42,3.08,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912640>,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
CHEMBL2178954,1.0,Cc1ncc(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](CC(=O)O)CC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e39126a0>,Cc1ncc(-c2ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc2)nc1C(N)=O
CHEMBL373250,2.4,Cn1ncnc1COc2nn3c(nnc3cc2C(C)(C)C)c4cc(F)ccc4F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912700>,Cn1ncnc1COc1nn2c(-c3cc(F)ccc3F)nnc2cc1C(C)(C)C
CHEMBL1169388,1.89,CNCC[C@H](Oc1ccc(cc1)C(F)(F)F)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912760>,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1
CHEMBL2171046,1.52,Cc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)cc4Cl,<rdkit.Chem.rdchem.Mol object at 0x2b45e39127c0>,Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4Cl)CC3)CC2)cc1
CHEMBL144960,3.33,O=C1C=COc2cc(OCc3ccccc3)ccc12,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912820>,O=c1ccoc2cc(OCc3ccccc3)ccc12
CHEMBL271023,0.79,[O-][S+](c1ccccc1)c2ccc3nnnn3n2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912880>,[O-][S+](c1ccccc1)c1ccc2nnnn2n1
CHEMBL90531,3.2,[O-][N+](=O)c1ccc2OC(CN(c2c1)c3cccc[n+]3[O-])(C(F)F)C(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e39128e0>,O=[N+]([O-])c1ccc2c(c1)N(c1cccc[n+]1[O-])CC(C(F)F)(C(F)F)O2
CHEMBL645,0.1,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912940>,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1
CHEMBL2178950,0.22,Cc1ncc(nc1c2ccc(cc2)[C@@H]3CC[C@H](CC3)C(=O)O)C(=O)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e39129a0>,Cc1ncc(C(N)=O)nc1-c1ccc([C@H]2CC[C@H](C(=O)O)CC2)cc1
CHEMBL2178393,2.0,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912a00>,Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1
CHEMBL1809049,4.0,COc1cc(OC2CCN(CC2)C(=O)C)ccc1Nc3ncc(Cl)c(n3)c4cnc5ccccn45,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912a60>,COc1cc(OC2CCN(C(C)=O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1
CHEMBL1373079,2.71,COc1ccc(cc1)C2=CC(=O)c3ccccc3N2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912ac0>,COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1
CHEMBL74380,0.7,COC1\C=C\OC2(C)Oc3c(C)c(O)c4C(=O)C(=CC(=O)c4c3C2=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(=O)C)C1C)\C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912b20>,COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C=C(NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C4=O
CHEMBL257600,3.67,CN1C(=O)N(CC2CC2)c3nn(Cc4ccnc5ccc(Cl)cc45)c(c6cc(cn6C)C#N)c3C1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912b80>,Cn1cc(C#N)cc1-c1c2c(=O)n(C)c(=O)n(CC3CC3)c2nn1Cc1ccnc2ccc(Cl)cc12
CHEMBL1362558,0.87,CN1SC(=NC1=O)NC(=O)c2cccc(Cl)c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912be0>,Cn1sc(NC(=O)c2cccc(Cl)c2)nc1=O
CHEMBL2059861,2.83,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nccn4C,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912c40>,Cc1ccc(-c2nccn2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1
CHEMBL235191,0.82,CC(=O)Nc1ccc(cc1)C(=O)Nc2ccccc2N,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912ca0>,CC(=O)Nc1ccc(C(=O)Nc2ccccc2N)cc1
CHEMBL197536,1.0,Oc1ccc2C(=O)C=C(Oc2c1)N3CCOCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912d00>,O=c1cc(N2CCOCC2)oc2cc(O)ccc12
CHEMBL1086580,3.07,Oc1nc(nc2CCSCc12)c3ccc(cc3)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912d60>,Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2
CHEMBL1290331,3.07,Clc1ccc(N2CCN(CC2)C(=O)COCc3cscn3)c(Cl)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912dc0>,O=C(COCc1cscn1)N1CCN(c2ccc(Cl)cc2Cl)CC1
CHEMBL203370,1.6,Oc1ccc(cc1)N2C=Nc3cc(O)ccc3C2=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912e20>,O=c1c2ccc(O)cc2ncn1-c1ccc(O)cc1
CHEMBL1945035,1.58,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912e80>,O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccccc3CNCCc3ccccc3F)c2s1
CHEMBL551360,2.62,OCC(CO)N1C=Cc2c(NC(=O)CC34CC5CC(CC(C5)C3)C4)cccc2C1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912ee0>,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2c(=O)n(C(CO)CO)ccc12
CHEMBL1783284,3.37,COc1ccc(c(OC)n1)c2c(F)ccc3c(N)c(nnc23)C(=O)NC4CC4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912f40>,COc1ccc(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c(OC)n1
CHEMBL1909734,2.68,Clc1ccccc1c2cnn[nH]2,<rdkit.Chem.rdchem.Mol object at 0x2b45e3912fa0>,Clc1ccccc1-c1cnn[nH]1
CHEMBL1481866,1.7,NC(=O)c1ccc(Oc2cccc3cccnc23)c(c1)[N+](=O)[O-],<rdkit.Chem.rdchem.Mol object at 0x2b45e391f040>,NC(=O)c1ccc(Oc2cccc3cccnc23)c([N+](=O)[O-])c1
CHEMBL1831079,2.21,NC(=O)Nc1cc(sc1C(=O)N)c2cccc(O)c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f0a0>,NC(=O)Nc1cc(-c2cccc(O)c2)sc1C(N)=O
CHEMBL437,-0.37,Nc1ccc(cc1)S(=O)(=O)Nc2nccs2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f100>,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1
CHEMBL272105,2.49,COC(=O)C1=Nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2NC1=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f160>,COC(=O)c1nc2c(N[C@H](C)CO)nc(SCc3cccc(F)c3F)nc2[nH]c1=O
CHEMBL1940108,3.11,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f1c0>,COc1cccc(NC(=O)Cn2cc(Oc3ncnc4cc(OC)c(OC)cc34)cn2)c1
CHEMBL370252,0.74,CC1CCc2cc(F)cc3C(=O)C(=CN1c23)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f220>,CC1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
CHEMBL205245,1.61,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cn3c(C)nc(Cl)c3Cl)c2C(=O)N4CC[C@@H](O)C4,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f280>,Cc1nc(Cl)c(Cl)n1Cc1sc2c(c1C(=O)N1CC[C@@H](O)C1)c(=O)n(C)c(=O)n2CC(C)C
CHEMBL2070946,1.2,O=C(NC1(CC1)C#N)[C@@H]2CCCC[C@H]2C(=O)N3CCN(CC3)c4ncc(C#N)s4,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f2e0>,N#Cc1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1
CHEMBL443320,-1.34,Cc1ccc(NC(=N)N)cc1C,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f340>,Cc1ccc(NC(=N)N)cc1C
CHEMBL1779497,1.26,Clc1ccc(cc1C(=O)NCC2CCCCC2)N3N=CC(=O)NC3=O,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f3a0>,O=C(NCC1CCCCC1)c1cc(-n2ncc(=O)[nH]c2=O)ccc1Cl
CHEMBL1332736,1.3,O=C(Oc1ccccc1)N2CCOCC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f400>,O=C(Oc1ccccc1)N1CCOCC1
CHEMBL2070948,1.9,CC(C)(C#N)c1cnc(s1)N2CCN(CC2)C(=O)[C@@H]3CCCC[C@H]3C(=O)NC4(CC4)C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f460>,CC(C)(C#N)c1cnc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)s1
CHEMBL1732699,3.0,FC(F)(F)c1nnc2ccc(nn12)N3CCCCC3,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f4c0>,FC(F)(F)c1nnc2ccc(N3CCCCC3)nn12
CHEMBL1917433,0.21,Cc1c(Sc2ccc(Cl)cc2)c3c(NS(=O)(=O)C)cccc3n1CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f520>,Cc1c(Sc2ccc(Cl)cc2)c2c(NS(C)(=O)=O)cccc2n1CC(=O)O
CHEMBL2141746,1.55,CCCNC(=O)CSc1ccc(cn1)S(=O)(=O)N2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f580>,CCCNC(=O)CSc1ccc(S(=O)(=O)N2CCCC2)cn1
CHEMBL256576,2.82,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc5ccccn5)c3)c12)C(=O)N6CCOCC6,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f5e0>,C[C@@H](Oc1cccc2ncnc(Nc3ccc4c(cnn4Cc4ccccn4)c3)c12)C(=O)N1CCOCC1
CHEMBL87388,3.52,COc1ccc(Cn2cc3N(CC(C)C)C(=O)N(C)C(=O)c3c2)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f640>,COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1
CHEMBL150606,3.2,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f6a0>,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn1cncn1
CHEMBL8809,1.09,CCN1CCC[C@H]1CNC(=O)c2c(O)c(Cl)cc(Cl)c2OC,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f700>,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC
CHEMBL1233655,0.55,CC(=O)Nc1nc(C)c(s1)c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f760>,CC(=O)Nc1nc(C)c(-c2cnc(F)c(NS(=O)(=O)c3sc(C)nc3C)c2)s1
CHEMBL384962,1.78,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3ccnc4ccc(cc34)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f7c0>,Cc1ccc2c(c1)c(-c1ccnc3ccc(C(F)(F)F)cc13)c(C)n2CC(=O)O
CHEMBL1542764,1.43,CSc1ncccc1C(=O)Nc2nccs2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f820>,CSc1ncccc1C(=O)Nc1nccs1
CHEMBL2181927,2.51,CCOc1ncc(C)c2NC(=C([C@@H](c3ccc(cc3OC)C#N)c12)C(=O)N)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f880>,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2
CHEMBL2334590,2.49,Cc1nc2ccc(Cl)cn2c1c3ccnc(N)n3,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f8e0>,Cc1nc2ccc(Cl)cn2c1-c1ccnc(N)n1
CHEMBL1480987,2.31,CC1CC(CC(C)(C)C1)OC(=O)C(O)c2ccccc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f940>,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
CHEMBL2335898,3.34,C[C@@H](NC(=O)C1CCCCN1C)c2ccc(Nc3ncc4cc(ccc4n3)c5ccncc5)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391f9a0>,C[C@@H](NC(=O)C1CCCCN1C)c1ccc(Nc2ncc3cc(-c4ccncc4)ccc3n2)cc1
CHEMBL401193,4.13,CN(C)C(=O)CN1CCN(CCc2c([nH]c3sc(cc23)C(C)(C)C(=O)N4C5CCC4CC5)c6cc(C)cc(C)c6)CC1,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fa00>,Cc1cc(C)cc(-c2[nH]c3sc(C(C)(C)C(=O)N4C5CCC4CC5)cc3c2CCN2CCN(CC(=O)N(C)C)CC2)c1
CHEMBL1950851,3.12,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fa60>,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(F)cc2)C1)C(C)(C)C
CHEMBL2035030,2.2,NC1(CCC1)c2ccc(cc2)c3ncc4ccncc4c3c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fac0>,NC1(c2ccc(-c3ncc4ccncc4c3-c3ccccc3)cc2)CCC1
CHEMBL111955,1.77,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)C)C(=O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fb20>,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NS(C)(=O)=O)c1=O)C(=O)C(F)(F)F
CHEMBL316388,1.5,C[C@@H]1CN([C@@H](C)CN1C(=O)c2ccc(cc2)C#N)C(=O)[C@@](C)(O)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fb80>,C[C@H]1CN(C(=O)c2ccc(C#N)cc2)[C@H](C)CN1C(=O)[C@@](C)(O)C(F)(F)F
CHEMBL248380,2.5,CCOc1ccccc1c2ccc(cc2)c3nc4ccc(F)cc4c(N[C@H](C)C(=O)O)c3C#N,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fbe0>,CCOc1ccccc1-c1ccc(-c2nc3ccc(F)cc3c(N[C@H](C)C(=O)O)c2C#N)cc1
CHEMBL235581,1.49,Clc1ccc(CC2CCNCC2)cc1C(=O)NCC34CC5CC(CC(C5)C3)C4,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fc40>,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CC2CCNCC2)ccc1Cl
CHEMBL1682940,3.17,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fca0>,CC[C@H](NC(=O)c1c(S(C)(=O)=O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
CHEMBL1471868,3.19,Fc1ccc(NC(=O)c2cccnc2Oc3ccccc3)cc1,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fd00>,O=C(Nc1ccc(F)cc1)c1cccnc1Oc1ccccc1
CHEMBL1076211,1.65,CC(CN1CCCCC1)C(=O)c2ccc(C)cc2,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fd60>,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1
CHEMBL1951022,2.8,CC(C)OC(=O)N1CCC(CC1)Oc2ncnc(Nc3ccc(nc3C)S(=O)(=O)C)c2C,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fdc0>,Cc1nc(S(C)(=O)=O)ccc1Nc1ncnc(OC2CCN(C(=O)OC(C)C)CC2)c1C
CHEMBL1987793,3.89,Cc1ccccc1c2c(C(=O)O)n(CCCOc3cccc4ccccc34)c5ccccc25,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fe20>,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12
CHEMBL1947155,2.28,C[C@@H](NCc1ccccc1c2ccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)cc2)c5ccccc5,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fe80>,C[C@@H](NCc1ccccc1-c1ccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)cc1)c1ccccc1
CHEMBL1939418,2.75,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e391fee0>,Nc1nc(Nc2ccc(F)c(Cl)c2)c2nc[nH]c2n1
CHEMBL398295,3.97,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,<rdkit.Chem.rdchem.Mol object at 0x2b45e39118e0>,CCCSc1nc(N[C@@H]2C[C@H]2c2ccccc2)c2nnn([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)c2n1
CHEMBL174107,-0.84,CSc1ccc(cc1)N2C(=NC(=NC2(C)C)N)N,<rdkit.Chem.rdchem.Mol object at 0x2b45e391ff40>,CSc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
CHEMBL2089280,1.6,C[C@@H]1N[S@@](=O)(=NC1=O)c2cccc(c2)c3ccc(C)cc3,<rdkit.Chem.rdchem.Mol object at 0x2b45e391ffa0>,Cc1ccc(-c2cccc([S@]3(=O)=NC(=O)[C@H](C)N3)c2)cc1
CHEMBL139347,2.4,Nc1nc(N)nc(n1)c2cccc(c2)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x2b45e3920040>,Nc1nc(N)nc(-c2cccc(C(F)(F)F)c2)n1
CHEMBL1623,3.39,Cc1cccc(CN2CCN(CC2)C(c3ccccc3)c4ccc(Cl)cc4)c1,<rdkit.Chem.rdchem.Mol object at 0x2b45e39200a0>,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1
CHEMBL2171034,1.79,Fc1ccc(cc1)S(=O)(=O)NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,<rdkit.Chem.rdchem.Mol object at 0x2b45e3920100>,O=C(NS(=O)(=O)c1ccc(F)cc1)N1CCC(N2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)CC1
