index,compound id (and file prefix),SMILES,iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem),experimental value (kcalmol),experimental uncertainty (kcalmol),Mobley group calculated value (GAFF) (kcalmol),calculated uncertainty (kcalmol),experimental reference (original or paper this value was taken from),calculated reference,text notes.,mol,isosmiles
83,mobley_197466, CC(=O)C1CC1, 1-cyclopropylethanone,-4.61,0.6,-3.04,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471e2dc0>,CC(=O)C1CC1
84,mobley_1976156, CCCCCCCCC=O, nonanal,-2.07,0.6,-2.34,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471e2e80>,CCCCCCCCC=O
85,mobley_1977493, CCCCl, 1-chloropropane,-0.33,0.6,0.97,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471e2f40>,CCCCl
86,mobley_1987439, Cc1cc(cc(c1)C)C, mesitylene,-0.9,0.6,-0.55,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471e2fa0>,Cc1cc(C)cc(C)c1
87,mobley_2005792, c1ccc(cc1)c2ccccc2, biphenyl,-2.7,0.2,-3.14,0.03, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  Changed IUPAC name from biphenyle to biphenyl for better handlingstandardization.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc0a0>,c1ccc(-c2ccccc2)cc1
88,mobley_2008055, CC, ethane,1.83,0.6,2.46,0.01, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc100>,CC
89,mobley_2023925, [C@@H](C(F)(F)F)(OC(F)F)Cl," 2-chloro-2-(difluoromethoxy)-1,1,1-trifluoro-ethane",0.1,0.6,-1.16,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Renamed mobley_2023925 from 2-chloro-2-(difluoromethoxy)-1,1,1-trifluoro-ethane to (2R)-2-chloro-2-(difluoromethoxy)-1,1,1-trifluoro-ethane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc160>,FC(F)O[C@H](Cl)C(F)(F)F
90,mobley_2043882, CC(=O)C1CCCCC1, 1-cyclohexylethanone,-3.9,0.6,-4.0,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc220>,CC(=O)C1CCCCC1
91,mobley_2049967, CCSC, methylsulfanylethane,-1.5,0.2,0.39,0.02, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  Changed IUPAC name from ethylmethylsulfide to methylsulfanylethane for better handlingstandardization.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc2e0>,CCSC
92,mobley_20524, c1ccc(cc1)O, phenol,-6.6,0.2,-5.71,0.03, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc3a0>,Oc1ccccc1
93,mobley_2068538, CCC, propane,2.0,0.2,2.5,0.02, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc400>,CCC
94,mobley_2078467, C[C@@H](c1ccc(cc1)CC(C)C)C(=O)O, ibuprofen,-7.0,0.64,-10.86,0.05, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc4c0>,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
95,mobley_2099370, C[C@@H](c1cccc(c1)C(=O)c2ccccc2)C(=O)O, ketoprofen,-10.78,0.18,-17.24,0.06, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104, Renamed mobley_2099370 from ketoprofen to (2S)-2-(3-benzoylphenyl)propanoic acid (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc580>,C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1
96,mobley_210639, CC(C)I, 2-iodopropane,-0.46,0.6,-0.49,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc640>,CC(C)I
97,mobley_2123854, c1cc(ccc1C#N)O, 4-hydroxybenzonitrile,-10.17,0.6,-8.39,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc700>,N#Cc1ccc(O)cc1
98,mobley_2126135, CCc1ccccc1O, 2-ethylphenol,-5.66,0.1,-4.77,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc7c0>,CCc1ccccc1O
99,mobley_2143011, CC(C)C=C, 3-methylbut-1-ene,1.83,0.6,2.45,0.02, 10.1021jp0264477, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc820>,C=CC(C)C
100,mobley_2146331, C=O, formaldehyde,-2.75,0.6,-3.15,0.01, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Formaldehyde is covalently hydrated in water. Our value here is the true free energy of hydration (based on the concentration of formaldehyde in gas vs in water) as opposed to the apparent one. See Guthrie, J. P., J. Am. Chem. Soc. 2000, 122, 5529-5538.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc880>,C=O
101,mobley_2178600, CCCCCCl, 1-chloro-pentane,-0.1,0.2,1.08,0.03, 10.1039P29900000291, 10.1021acs.jced.7b00104, Experimental uncertainty as suggested by 10.1039P29900000291 -- 0.2 kcalmol.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc8e0>,CCCCCCl
102,mobley_2183616, CC[C@H](C)c1ccccc1, sec-butylbenzene,-0.45,0.6,-0.22,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104, Renamed mobley_2183616 from sec-butylbenzene to [(1S)-1-methylpropyl]benzene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,<rdkit.Chem.rdchem.Mol object at 0x2b76471dc940>,CC[C@H](C)c1ccccc1
103,mobley_2197088, CCCCCCCCCC, decane,3.16,0.6,3.33,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dc9a0>,CCCCCCCCCC
104,mobley_2198613, CCCl, chloroethane,-0.63,0.6,0.78,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dca00>,CCCl
105,mobley_2213823, CCC(C)CC, 3-methylpentane,2.51,0.6,2.61,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dca60>,CCC(C)CC
106,mobley_2245668, CC(C)CO, 2-methylpropan-1-ol,-4.5,0.6,-3.13,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcac0>,CC(C)CO
107,mobley_2261979, c1cc2cccc3c2c(c1)CC3, acenaphthene,-3.15,0.6,-4.2,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcb20>,c1cc2c3c(cccc3c1)CC2
108,mobley_2269032, C[C@@H](c1ccc2cc(ccc2c1)OC)C(=O)O, naproxen,-10.21,0.18,-12.2,0.05, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcb80>,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
109,mobley_2279874, COC(OC)OC, trimethoxymethane,-4.42,0.6,-4.62,0.03, 10.1039F19736901577, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcbe0>,COC(OC)OC
110,mobley_2294995, CCOC=O, ethyl formate,-2.56,0.6,-3.87,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcc40>,CCOC=O
111,mobley_2295058, COC(=O)c1ccc(cc1)O, methyl paraben,-9.51,0.26,-9.79,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcca0>,COC(=O)c1ccc(O)cc1
112,mobley_2310185, CCO, ethanol,-5.0,0.6,-3.39,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcd00>,CCO
113,mobley_2316618, c1ccc2c(c1)C(=O)c3cccc(c3C2=O)NCCO," 1-(2-hydroxyethylamino)-9,10-anthraquinone",-14.21,1.1,-13.6,0.05, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcd60>,O=C1c2ccccc2C(=O)c2c(NCCO)cccc21
114,mobley_2328633, CCCCCC1CCCC1, pentylcyclopentane,2.55,0.6,2.38,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcdc0>,CCCCCC1CCCC1
115,mobley_2341732, CCCCC(=O)OC, methyl pentanoate,-2.56,0.6,-3.49,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dce20>,CCCCC(=O)OC
116,mobley_2354112, CCc1cccc(c1)O, 3-ethylphenol,-6.25,0.6,-5.27,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dce80>,CCc1cccc(O)c1
117,mobley_2364370, CCCCOC(=O)C, butyl acetate,-2.64,0.6,-3.41,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcee0>,CCCCOC(C)=O
118,mobley_2371092, Cc1ccncc1C," 3,4-dimethylpyridine",-5.22,0.6,-3.2,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcf40>,Cc1ccncc1C
119,mobley_2390199, CCCC(=O)CCC, heptan-4-one,-2.92,0.6,-2.7,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b76471dcfa0>,CCCC(=O)CCC
120,mobley_2402487, CCOC(=O)CC(=O)OCC, diethyl propanedioate,-6.0,0.6,-6.72,0.03, 10.1139v91-2, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22040>,CCOC(=O)CC(=O)OCC
121,mobley_2410897, CCN, ethanamine,-4.5,0.6,-3.16,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d220a0>,CCN
122,mobley_2422586, CCCOC, 1-methoxypropane,-1.66,0.6,-0.6,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22100>,CCCOC
123,mobley_242480, c1ccc2c(c1)C(=O)c3c(ccc(c3C2=O)N)N," 1,4-diamino-9,10-anthracenedione",-11.85,0.35,-15.25,0.04, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22160>,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O
124,mobley_2451097, c1ccc(cc1)C#N, benzonitrile,-4.1,0.6,-3.24,0.03, 10.1039P29940001777, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d221c0>,N#Cc1ccccc1
125,mobley_2457863, COc1cccc(c1)O, 3-methoxyphenol,-7.66,0.6,-6.97,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22220>,COc1cccc(O)c1
126,mobley_2481002, C([N+](=O)[O-])(Cl)(Cl)Cl, trichloro(nitro)methane,-1.45,0.1,-0.38,0.02, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from chloropicrin to trichloro(nitro)methane for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22280>,O=[N+]([O-])C(Cl)(Cl)Cl
127,mobley_2484519, c1ccc(cc1)CCl, benzyl chloride,-1.93,0.2,-1.74,0.03, 10.1021jm070549+, 10.1021acs.jced.7b00104," Topology and coordinate files re-generated 10913 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d222e0>,ClCc1ccccc1
128,mobley_2487143, CCCCC(=O)C, hexan-2-one,-3.28,0.6,-3.01,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22340>,CCCCC(C)=O
129,mobley_2489709, c1ccc(c(c1)Cl)Cl," 1,2-dichlorobenzene",-1.36,0.6,-0.55,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d223a0>,Clc1ccccc1Cl
130,mobley_2492140, C(C(Cl)(Cl)Cl)(Cl)Cl," 1,1,1,2,2-pentachloroethane",-1.23,0.1,0.06,0.03, 10.1007s10822-012-9568-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22400>,ClC(Cl)C(Cl)(Cl)Cl
131,mobley_2493732, C=C(Cl)Cl," 1,1-dichloroethylene",0.25,0.6,1.11,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22460>,C=C(Cl)Cl
132,mobley_2501588, CCC[N@@](CC1CC1)c2c(cc(cc2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-], profluralin,-2.45,1.37,-1.96,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d224c0>,CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-]
133,mobley_2517158, CCCCCCCBr, 1-bromoheptane,0.34,0.6,1.22,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22520>,CCCCCCCBr
134,mobley_2518989, CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O, dialifor,-5.74,1.93,-16.52,0.07, 10.1021jp806724u, 10.1021acs.jced.7b00104," Renamed mobley_2518989 from 2-(2-chloro-1-diethoxyphosphinothioylsulfanylethyl)isoindole-1,3-dione to 2-[(1S)-2-chloro-1-diethoxyphosphinothioylsulfanyl-ethyl]isoindoline-1,3-dione (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22580>,CCOP(=S)(OCC)S[C@@H](CCl)N1C(=O)c2ccccc2C1=O
135,mobley_2523689, c1ccc(cc1)n2c(=O)c(c(cn2)N)Cl, 5-Amino-4-chloro-2-phenylpyridazin-3(2H)-one,-16.43,1.93,-16.04,0.04, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from pyrazon to 5-Amino-4-chloro-2-phenylpyridazin-3(2H)-one for better handlingstandardization.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d225e0>,Nc1cnn(-c2ccccc2)c(=O)c1Cl
136,mobley_252413, CCCC(C)(C)C," 2,2-dimethylpentane",2.88,0.6,2.69,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22640>,CCCC(C)(C)C
137,mobley_2577969, c1cc2ccc3cccc4c3c2c(c1)cc4, pyrene,-4.52,0.6,-6.79,0.04, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d226a0>,c1cc2ccc3cccc4ccc(c1)c2c34
138,mobley_2607611, CCCCCCOC(=O)C, hexyl acetate,-2.26,0.6,-2.22,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22700>,CCCCCCOC(C)=O
139,mobley_2609604, CCC(C)(C)CC," 3,3-dimethylpentane",2.56,0.6,2.59,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22760>,CCC(C)(C)CC
140,mobley_2613240, COc1ccccc1OC," 1,2-dimethoxybenzene",-5.33,0.1,-4.05,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d227c0>,COc1ccccc1OC
141,mobley_2636578, C(CO[N+](=O)[O-])CO[N+](=O)[O-], 3-nitrooxypropyl nitrate,-4.8,0.39,-5.32,0.03, SAMPL4_Guthrie, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  IUPAC name and SMILES standardized in v0.2 to match PubChem.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22820>,O=[N+]([O-])OCCCO[N+](=O)[O-]
142,mobley_2659552, Cc1ccc(cc1)C(=O)N(C)C," N,N-4-trimethylbenzamide",-9.76,0.2,-8.08,0.04, 10.1021jm070549+, 10.1021acs.jced.7b00104," Topology and coordinate files re-generated 10913 from original .mol2 files.  Experimental uncertainty not presently available, so assigned a default value.  Experimental uncertainty estimate updated to 0.2 as of v0.2 to match uncertainty estimate given in Nicholls et al. paper.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22880>,Cc1ccc(C(=O)N(C)C)cc1
143,mobley_2661134, c1cc(cc(c1)O)C#N, 3-hydroxybenzonitrile,-9.65,0.6,-7.74,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d228e0>,N#Cc1cccc(O)c1
144,mobley_2681549, c1c(cc(cc1Cl)Cl)Cl," 1,3,5-trichlorobenzene",-0.78,0.6,0.33,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22940>,Clc1cc(Cl)cc(Cl)c1
145,mobley_2689721, C1CCCCC1, cyclohexane,1.23,0.6,1.5,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d229a0>,C1CCCCC1
146,mobley_2693089, CC(C)Cc1cnccn1, 2-isobutylpyrazine,-5.04,0.6,-5.5,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22a00>,CC(C)Cc1cnccn1
147,mobley_2725215, CCCN(CCC)c1c(cc(cc1[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-], nitralin,-7.98,1.93,-11.25,0.05, 10.1021jp806724u, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22a60>,CCCN(CCC)c1c([N+](=O)[O-])cc(S(C)(=O)=O)cc1[N+](=O)[O-]
148,mobley_2725802, CC(=O)N1CCCC1, 1-pyrrolidin-1-ylethanone,-9.8,0.6,-7.83,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22ac0>,CC(=O)N1CCCC1
149,mobley_2727678, c1c(c(=O)[nH]c(=O)[nH]1)I, 5-iodouracil,-18.72,0.64,-17.74,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22b20>,O=c1[nH]cc(I)c(=O)[nH]1
150,mobley_2751110, c1cc(ccc1[N+](=O)[O-])O, 4-nitrophenol,-10.64,0.6,-8.47,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22b80>,O=[N+]([O-])c1ccc(O)cc1
151,mobley_2763835, CCOc1ccccc1, ethoxybenzene,-2.22,0.6,-2.25,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22be0>,CCOc1ccccc1
152,mobley_2771569, CN1CCNCC1, 1-methylpiperazine,-7.77,0.6,-8.17,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22c40>,CN1CCNCC1
153,mobley_2782339, c1ccc2c(c1)C(=O)NC2=O, phthalimide,-9.61,0.5,-11.82,0.03, 10.1007s10822-010-9350-8, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22ca0>,O=C1NC(=O)c2ccccc21
154,mobley_2784376, C1CC1, cyclopropane,0.75,0.6,2.48,0.02, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22d00>,C1CC1
155,mobley_2789243, c1cc(cnc1)Cl, 3-chloropyridine,-4.01,0.6,-2.77,0.03, 10.1021ct050097l, 10.1021acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",<rdkit.Chem.rdchem.Mol object at 0x2b7646d22d60>,Clc1cccnc1
